time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2020/02/28/11:00:07.566902,11378,0,0,,0,0,30.6730807725,-96.3728975217,85.4064491272,"(0.0, 0.678360641002655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.586969,11379,0,0,,0,0,30.6730808464,-96.3728974901,85.4366430522,"(0.0, 0.670543909072876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.606975,11380,0,0,,0,0,30.6730808451,-96.3728974911,85.4344302677,"(0.0, 0.6714935898780823, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.626918,11381,0,0,,0,0,30.673080843,-96.3728974922,85.4322472702,"(0.0, 0.6724482178688049, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.646919,11382,0,0,,0,0,30.673080841,-96.372897493,85.4300771218,"(0.0, 0.673407793045044, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.666945,11383,0,0,,0,0,30.6730808396,-96.3728974937,85.4279838509,"(0.0, 0.6743723750114441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.686969,11384,0,0,,0,0,30.6730808372,-96.3728974946,85.425737433,"(0.0, 0.6753420233726501, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.706920,11385,0,0,,0,0,30.6730808349,-96.3728974954,85.4236808587,"(0.0, 0.6763167381286621, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.726947,11386,0,0,,0,0,30.673080833,-96.3728974962,85.4213938774,"(0.0, 0.6772965788841248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.746983,11387,0,0,,0,0,30.673080831,-96.3728974961,85.4193024464,"(0.0, 0.6782815456390381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.766788,11388,0,0,,0,0,30.6730808287,-96.3728974978,85.417045371,"(0.0, 0.6792716383934021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.786996,11389,0,0,,0,0,30.6730809144,-96.3728975178,85.4343972286,"(0.0, 0.6709625124931335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.806815,11390,0,0,,0,0,30.6730809122,-96.3728975194,85.432229656,"(0.0, 0.6719140410423279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.826870,11391,0,0,,0,0,30.6730809105,-96.3728975196,85.4300884632,"(0.0, 0.6728705167770386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.846859,11392,0,0,,0,0,30.6730809082,-96.37289752,85.4279837619,"(0.0, 0.6738319993019104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.866866,11393,0,0,,0,0,30.673080906,-96.3728975216,85.4257570251,"(0.0, 0.6747984886169434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.886935,11394,0,0,,0,0,30.6730809035,-96.3728975226,85.423582225,"(0.0, 0.675770103931427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.906882,11395,0,0,,0,0,30.6730809014,-96.3728975242,85.4214235027,"(0.0, 0.6767467856407166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.926900,11396,0,0,,0,0,30.6730808985,-96.3728975252,85.4192588603,"(0.0, 0.6777285933494568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.946857,11397,0,0,,0,0,30.6730808966,-96.3728975266,85.4170711143,"(0.0, 0.6787155866622925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.966802,11398,0,0,,0,0,30.6730808946,-96.3728975278,85.4149548293,"(0.0, 0.6797077655792236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:07.986883,11399,0,0,,0,0,30.6730810088,-96.372897501,85.442738071,"(0.0, 0.6708151698112488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.006922,11400,0,0,,0,0,30.6730810064,-96.3728975024,85.4406711358,"(0.0, 0.6717617511749268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.026764,11401,0,0,,0,0,30.673081005,-96.3728975046,85.4385430939,"(0.0, 0.6727133393287659, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.046828,11402,0,0,,0,0,30.6730810018,-96.3728975055,85.4364155425,"(0.0, 0.6736698746681213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.066763,11403,0,0,,0,0,30.6730810003,-96.3728975075,85.4342569991,"(0.0, 0.6746314764022827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.086786,11404,0,0,,0,0,30.6730809981,-96.3728975082,85.4320766652,"(0.0, 0.6755980849266052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.106797,11405,0,0,,0,0,30.6730809958,-96.3728975097,85.4299272621,"(0.0, 0.6765697598457336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.126714,11406,0,0,,0,0,30.6730809928,-96.372897511,85.4278705326,"(0.0, 0.6775465607643127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.146821,11407,0,0,,0,0,30.6730809908,-96.3728975129,85.4256264421,"(0.0, 0.6785284876823425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.166789,11408,0,0,,0,0,30.6730809883,-96.3728975134,85.4234548832,"(0.0, 0.679515540599823, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.186821,11409,0,0,,0,0,30.673081175,-96.3728975002,85.4572519972,"(0.0, 0.6690203547477722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.206786,11410,0,0,,0,0,30.6730811727,-96.3728975022,85.4551511016,"(0.0, 0.66994309425354, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.226872,11411,0,0,,0,0,30.6730811714,-96.3728975032,85.4530648965,"(0.0, 0.6708706021308899, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.246837,11412,0,0,,0,0,30.6730811694,-96.3728975043,85.4510041818,"(0.0, 0.6718029975891113, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.266970,11413,0,0,,0,0,30.6730811682,-96.3728975053,85.4489911258,"(0.0, 0.6727402210235596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.286694,11414,0,0,,0,0,30.6730811659,-96.3728975071,85.4468461456,"(0.0, 0.6736822724342346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.306786,11415,0,0,,0,0,30.6730811646,-96.3728975084,85.44472468,"(0.0, 0.674629271030426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.326792,11416,0,0,,0,0,30.6730811628,-96.3728975097,85.4426181901,"(0.0, 0.675581157207489, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.346831,11417,0,0,,0,0,30.6730811604,-96.3728975112,85.4405275357,"(0.0, 0.6765381693840027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.366824,11418,0,0,,0,0,30.6730812749,-96.3728975138,85.4715306784,"(0.0, 0.6685477495193481, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.386773,11419,0,0,,0,0,30.6730812724,-96.3728975152,85.4694484125,"(0.0, 0.66946941614151, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.406709,11420,0,0,,0,0,30.6730812708,-96.3728975165,85.4673963664,"(0.0, 0.6703959107398987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.426714,11421,0,0,,0,0,30.6730812693,-96.3728975179,85.4653394683,"(0.0, 0.6713271737098694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.446630,11422,0,0,,0,0,30.6730812669,-96.3728975188,85.463319941,"(0.0, 0.6722633838653564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.466714,11423,0,0,,0,0,30.673081265,-96.3728975204,85.4613296685,"(0.0, 0.6732044219970703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.486641,11424,0,0,,0,0,30.6730812636,-96.372897522,85.4591731187,"(0.0, 0.6741504073143005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.506731,11425,0,0,,0,0,30.6730812611,-96.3728975231,85.4570862597,"(0.0, 0.6751013398170471, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.526647,11426,0,0,,0,0,30.6730812589,-96.3728975243,85.4550333876,"(0.0, 0.6760572791099548, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.546730,11427,0,0,,0,0,30.6730812569,-96.3728975259,85.452928434,"(0.0, 0.6770181655883789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.566625,11428,0,0,,0,0,30.6730814123,-96.372897488,85.484161299,"(0.0, 0.6777421832084656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.586606,11429,0,0,,0,0,30.6730814114,-96.3728974891,85.4823173058,"(0.0, 0.6691523790359497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.606689,11430,0,0,,0,0,30.6730814102,-96.3728974902,85.4804086587,"(0.0, 0.670073390007019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.626640,11431,0,0,,0,0,30.6730814085,-96.3728974921,85.4783042322,"(0.0, 0.6709994077682495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.646628,11432,0,0,,0,0,30.6730814073,-96.3728974936,85.4762720306,"(0.0, 0.6719300150871277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.666588,11433,0,0,,0,0,30.6730814063,-96.3728974944,85.4743044608,"(0.0, 0.672865629196167, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.686640,11434,0,0,,0,0,30.6730814045,-96.3728974957,85.4721422583,"(0.0, 0.6738060712814331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.706599,11435,0,0,,0,0,30.6730814035,-96.3728974971,85.4701189939,"(0.0, 0.6747515201568604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.726593,11436,0,0,,0,0,30.6730814011,-96.3728974981,85.4681352602,"(0.0, 0.6757018566131592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.746605,11437,0,0,,0,0,30.6730813999,-96.372897499,85.4660589056,"(0.0, 0.6766572594642639, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.766515,11438,0,0,,0,0,30.6730813983,-96.3728975009,85.4639626343,"(0.0, 0.6773771047592163, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.786532,11439,0,0,,0,0,30.673081554,-96.3728974888,85.4960587879,"(0.0, 0.6684675812721252, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.806526,11440,0,0,,0,0,30.6730815532,-96.3728974897,85.4941741885,"(0.0, 0.6693791747093201, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.826579,11441,0,0,,0,0,30.6730815518,-96.3728974917,85.4920876918,"(0.0, 0.6702955961227417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.846701,11442,0,0,,0,0,30.6730815508,-96.3728974923,85.4900880529,"(0.0, 0.6712168455123901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.866589,11443,0,0,,0,0,30.6730815503,-96.3728974942,85.4881099554,"(0.0, 0.6721428632736206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.886564,11444,0,0,,0,0,30.6730815487,-96.3728974953,85.4860675774,"(0.0, 0.6730737686157227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.906570,11445,0,0,,0,0,30.6730815472,-96.3728974969,85.4840989938,"(0.0, 0.6740095615386963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.926512,11446,0,0,,0,0,30.6730815469,-96.3728974974,85.4821150021,"(0.0, 0.6749503016471863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.946578,11447,0,0,,0,0,30.6730815454,-96.3728974991,85.4800472178,"(0.0, 0.6758959293365479, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.966668,11448,0,0,,0,0,30.6730816531,-96.3728974747,85.5084921486,"(0.0, 0.6673060655593872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:08.986580,11449,0,0,,0,0,30.6730816519,-96.3728974762,85.506554643,"(0.0, 0.6682091951370239, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.006493,11450,0,0,,0,0,30.6730816513,-96.3728974775,85.5046702601,"(0.0, 0.6691170334815979, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.026508,11451,0,0,,0,0,30.6730816503,-96.3728974785,85.5026952844,"(0.0, 0.670026957988739, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.046473,11452,0,0,,0,0,30.6730816487,-96.3728974805,85.5006807291,"(0.0, 0.6709442734718323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.066487,11453,0,0,,0,0,30.6730816479,-96.3728974812,85.4987134236,"(0.0, 0.6718664169311523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.086591,11454,0,0,,0,0,30.6730816463,-96.3728974824,85.4966359299,"(0.0, 0.672793447971344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.106564,11455,0,0,,0,0,30.6730816451,-96.3728974838,85.4947493195,"(0.0, 0.6737253069877625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.126586,11456,0,0,,0,0,30.6730816435,-96.3728974853,85.4926803818,"(0.0, 0.6746621131896973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.146558,11457,0,0,,0,0,30.6730816421,-96.3728974861,85.4906739581,"(0.0, 0.6756038665771484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.166475,11458,0,0,,0,0,30.6730816402,-96.3728974874,85.4886520456,"(0.0, 0.676550567150116, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.186533,11459,0,0,,0,0,30.6730818071,-96.3728974405,85.5209856522,"(0.0, 0.6663830876350403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.206424,11460,0,0,,0,0,30.6730818062,-96.3728974422,85.5191260765,"(0.0, 0.6672689914703369, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.226426,11461,0,0,,0,0,30.673081806,-96.3728974436,85.5171751009,"(0.0, 0.668159544467926, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.246484,11462,0,0,,0,0,30.6730818052,-96.372897444,85.5151623518,"(0.0, 0.6690547466278076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.266569,11463,0,0,,0,0,30.6730818041,-96.372897446,85.5131332058,"(0.0, 0.6699545979499817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.286528,11464,0,0,,0,0,30.6730818036,-96.3728974466,85.5112050993,"(0.0, 0.670859158039093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.306493,11465,0,0,,0,0,30.6730818026,-96.3728974478,85.5092779679,"(0.0, 0.6717684268951416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.326479,11466,0,0,,0,0,30.6730818012,-96.37289745,85.5072593309,"(0.0, 0.672682523727417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.346509,11467,0,0,,0,0,30.6730818007,-96.3728974504,85.5053313244,"(0.0, 0.6736013889312744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.366390,11468,0,0,,0,0,30.6730817995,-96.3728974522,85.503338108,"(0.0, 0.6745250821113586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.386463,11469,0,0,,0,0,30.6730819301,-96.3728973988,85.5264670855,"(0.0, 0.6665596961975098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.406354,11470,0,0,,0,0,30.6730819302,-96.3728974003,85.524515096,"(0.0, 0.6674483418464661, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.426492,11471,0,0,,0,0,30.67308193,-96.3728974015,85.5225996432,"(0.0, 0.6683416366577148, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.446446,11472,0,0,,0,0,30.6730819298,-96.3728974033,85.5207371161,"(0.0, 0.6692397594451904, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.466393,11473,0,0,,0,0,30.673081929,-96.3728974041,85.5187363494,"(0.0, 0.6701425313949585, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.486442,11474,0,0,,0,0,30.6730819289,-96.3728974052,85.5167829862,"(0.0, 0.6710500121116638, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.506401,11475,0,0,,0,0,30.6730819283,-96.3728974061,85.5148381001,"(0.0, 0.671962320804596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.526466,11476,0,0,,0,0,30.6730819276,-96.372897408,85.5128221948,"(0.0, 0.6728794574737549, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.546394,11477,0,0,,0,0,30.6730819275,-96.372897409,85.5108584282,"(0.0, 0.6738014221191406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.566434,11478,0,0,,0,0,30.6730819267,-96.3728974109,85.5089119348,"(0.0, 0.6744961142539978, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.586398,11479,0,0,,0,0,30.6730820654,-96.3728973667,85.5356975896,"(0.0, 0.6662255525588989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.606399,11480,0,0,,0,0,30.6730820651,-96.3728973673,85.5337887785,"(0.0, 0.6671109199523926, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.626382,11481,0,0,,0,0,30.6730820654,-96.3728973682,85.5318633571,"(0.0, 0.6680008769035339, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.646385,11482,0,0,,0,0,30.6730820657,-96.3728973688,85.5299722709,"(0.0, 0.6688955426216125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.666374,11483,0,0,,0,0,30.6730820657,-96.3728973696,85.5280387281,"(0.0, 0.669795036315918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.686316,11484,0,0,,0,0,30.6730820658,-96.3728973703,85.5261234101,"(0.0, 0.6706992387771606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.706308,11485,0,0,,0,0,30.6730820656,-96.372897371,85.5241774488,"(0.0, 0.6716082096099854, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.726317,11486,0,0,,0,0,30.6730820653,-96.3728973718,85.5222511467,"(0.0, 0.6725220084190369, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.746324,11487,0,0,,0,0,30.6730820653,-96.3728973726,85.5202958238,"(0.0, 0.6734406352043152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.766317,11488,0,0,,0,0,30.6730820652,-96.372897373,85.518227401,"(0.0, 0.674132764339447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.786347,11489,0,0,,0,0,30.6730821784,-96.3728973427,85.5382859381,"(0.0, 0.6668705344200134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.806306,11490,0,0,,0,0,30.673082179,-96.3728973435,85.5363122548,"(0.0, 0.6677643060684204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.826305,11491,0,0,,0,0,30.6730821786,-96.3728973442,85.5343795044,"(0.0, 0.6686627864837646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.846332,11492,0,0,,0,0,30.6730821784,-96.372897345,85.5324627262,"(0.0, 0.6695660948753357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.866253,11493,0,0,,0,0,30.6730821791,-96.3728973456,85.5305088092,"(0.0, 0.6704744696617126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.886396,11494,0,0,,0,0,30.6730821785,-96.3728973473,85.5286589829,"(0.0, 0.6713871955871582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.906356,11495,0,0,,0,0,30.6730821778,-96.3728973486,85.5266049329,"(0.0, 0.6723050475120544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.926242,11496,0,0,,0,0,30.673082178,-96.3728973493,85.524713177,"(0.0, 0.6732277274131775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.947351,11497,0,0,,0,0,30.6730821772,-96.3728973515,85.5226870992,"(0.0, 0.6741553544998169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.966243,11498,0,0,,0,0,30.6730821774,-96.3728973532,85.5205768042,"(0.0, 0.6748543977737427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:00:09.986312,11499,0,0,,0,0,30.673082214,-96.3728972517,85.553871315,"(0.0, 0.6656599640846252, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
