time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2019/02/01/15:57:21.443462,11945,0,0,,0,0,30.6241513254,-96.3362273812,71.7519337949,"(0.0, 0.6084991693496704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.463498,11946,0,0,,0,0,30.6241516712,-96.3362278676,71.753214716,"(0.0, 0.6091778874397278, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.483521,11947,0,0,,0,0,30.6241520136,-96.3362283549,71.7543907301,"(0.0, 0.6098613142967224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.503315,11948,0,0,,0,0,30.624152353,-96.3362288433,71.7555034207,"(0.0, 0.6105495691299438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.524088,11949,0,0,,0,0,30.6241526889,-96.3362293334,71.756565148,"(0.0, 0.6112425923347473, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.543065,11950,0,0,,0,0,30.6241530216,-96.3362298256,71.7576237782,"(0.0, 0.6119406223297119, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.563051,11951,0,0,,0,0,30.6241533203,-96.3362305013,71.748490361,"(0.0, 0.6126433610916138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.583750,11952,0,0,,0,0,30.6241536461,-96.3362310009,71.7495519612,"(0.0, 0.6063745021820068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.603012,11953,0,0,,0,0,30.6241539682,-96.3362315022,71.7506590453,"(0.0, 0.6070393323898315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.622964,11954,0,0,,0,0,30.6241542869,-96.3362320055,71.7517720931,"(0.0, 0.607708752155304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.642836,11955,0,0,,0,0,30.6241546021,-96.3362325105,71.7528919009,"(0.0, 0.6083828806877136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.662895,11956,0,0,,0,0,30.6241549137,-96.3362330158,71.7539755912,"(0.0, 0.609061598777771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.682818,11957,0,0,,0,0,30.6241552223,-96.33623352,71.7550168205,"(0.0, 0.6097450852394104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.702965,11958,0,0,,0,0,30.6241555272,-96.336234024,71.756027658,"(0.0, 0.6104332208633423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.723025,11959,0,0,,0,0,30.6241558282,-96.3362345266,71.7570045143,"(0.0, 0.6111261248588562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.744103,11960,0,0,,0,0,30.6241561248,-96.3362350285,71.7578983055,"(0.0, 0.6118238568305969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.762833,11961,0,0,,0,0,30.624156417,-96.3362355301,71.7587376633,"(0.0, 0.6125264763832092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.783786,11962,0,0,,0,0,30.6241569088,-96.3362360447,71.7579259751,"(0.0, 0.6059991717338562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.803781,11963,0,0,,0,0,30.6241571942,-96.3362365461,71.7587097334,"(0.0, 0.6066604256629944, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.823685,11964,0,0,,0,0,30.624157474,-96.3362370476,71.7595017902,"(0.0, 0.6073261499404907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.843676,11965,0,0,,0,0,30.6241577494,-96.3362375482,71.7603479754,"(0.0, 0.6079965233802795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.863758,11966,0,0,,0,0,30.6241580209,-96.3362380477,71.7612118516,"(0.0, 0.6086714863777161, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.883550,11967,0,0,,0,0,30.6241582891,-96.3362385449,71.7621059548,"(0.0, 0.6093510389328003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.903569,11968,0,0,,0,0,30.624158553,-96.3362390412,71.7630835706,"(0.0, 0.610035240650177, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.923547,11969,0,0,,0,0,30.6241588137,-96.336239535,71.7640886493,"(0.0, 0.610724151134491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.943312,11970,0,0,,0,0,30.6241590704,-96.3362400274,71.7651246474,"(0.0, 0.611417829990387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.963365,11971,0,0,,0,0,30.6241593233,-96.3362405182,71.7662189985,"(0.0, 0.612116277217865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:21.983516,11972,0,0,,0,0,30.6241595718,-96.336241008,71.7673668494,"(0.0, 0.6128196120262146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.003400,11973,0,0,,0,0,30.6241597539,-96.3362417291,71.7687669001,"(0.0, 0.6064677238464355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.023427,11974,0,0,,0,0,30.6241599948,-96.3362422199,71.7700673928,"(0.0, 0.6071327328681946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.043296,11975,0,0,,0,0,30.6241602325,-96.3362427089,71.7714389726,"(0.0, 0.6078022718429565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.063560,11976,0,0,,0,0,30.6241604673,-96.3362431975,71.7728351897,"(0.0, 0.6084763407707214, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.083265,11977,0,0,,0,0,30.6241606998,-96.336243685,71.7742232543,"(0.0, 0.6091550588607788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.103256,11978,0,0,,0,0,30.62416093,-96.3362441711,71.7756081915,"(0.0, 0.6098385453224182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.123119,11979,0,0,,0,0,30.6241611581,-96.3362446547,71.7769428384,"(0.0, 0.6105262637138367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.143110,11980,0,0,,0,0,30.6241613838,-96.3362451358,71.7781290268,"(0.0, 0.6112188696861267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.163236,11981,0,0,,0,0,30.6241615202,-96.3362455964,71.7874760043,"(0.0, 0.6045117974281311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.183024,11982,0,0,,0,0,30.6241617394,-96.3362460751,71.7885571811,"(0.0, 0.605160653591156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.203165,11983,0,0,,0,0,30.6241619545,-96.3362465554,71.7898137057,"(0.0, 0.6058138608932495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.223153,11984,0,0,,0,0,30.6241621662,-96.3362470363,71.7911898252,"(0.0, 0.6064715385437012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.243062,11985,0,0,,0,0,30.6241623752,-96.3362475185,71.7925763633,"(0.0, 0.6071336269378662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.263087,11986,0,0,,0,0,30.6241625821,-96.3362480008,71.7940696976,"(0.0, 0.6078002452850342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.282957,11987,0,0,,0,0,30.6241627872,-96.3362484832,71.795718217,"(0.0, 0.6084713935852051, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.302992,11988,0,0,,0,0,30.6241629906,-96.3362489666,71.797415274,"(0.0, 0.6091469526290894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.322954,11989,0,0,,0,0,30.6241631925,-96.336249451,71.7991655364,"(0.0, 0.6098271608352661, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.342876,11990,0,0,,0,0,30.6241633926,-96.336249937,71.8009984971,"(0.0, 0.6105119585990906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.362739,11991,0,0,,0,0,30.6241635868,-96.3362504853,71.7997728449,"(0.0, 0.6040909290313721, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.382984,11992,0,0,,0,0,30.6241637834,-96.3362509724,71.8015430099,"(0.0, 0.604736328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.402709,11993,0,0,,0,0,30.6241639784,-96.3362514594,71.8031924947,"(0.0, 0.605385959148407, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.422811,11994,0,0,,0,0,30.6241641714,-96.3362519462,71.8047614044,"(0.0, 0.6060399413108826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.442901,11995,0,0,,0,0,30.6241643623,-96.3362524326,71.8063175241,"(0.0, 0.6066982746124268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.463593,11996,0,0,,0,0,30.6241645507,-96.336252919,71.807774523,"(0.0, 0.6073610186576843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.483754,11997,0,0,,0,0,30.6241647368,-96.3362534058,71.8092185955,"(0.0, 0.6080281734466553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.503572,11998,0,0,,0,0,30.6241649203,-96.3362538923,71.8106725661,"(0.0, 0.6086997389793396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.523667,11999,0,0,,0,0,30.6241651014,-96.3362543774,71.8120456277,"(0.0, 0.6093758940696716, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.543634,12000,0,0,,0,0,30.6241652808,-96.3362548603,71.8132803682,"(0.0, 0.6100565195083618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.564190,12001,0,0,,0,0,30.624165439,-96.3362553128,71.8091168681,"(0.0, 0.6038653254508972, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.583594,12002,0,0,,0,0,30.6241656151,-96.3362557921,71.8102455104,"(0.0, 0.6045098900794983, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.603480,12003,0,0,,0,0,30.624165789,-96.3362562717,71.811524699,"(0.0, 0.6051586866378784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.624004,12004,0,0,,0,0,30.6241659608,-96.3362567517,71.8129734413,"(0.0, 0.6058117151260376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.643555,12005,0,0,,0,0,30.6241661304,-96.3362572324,71.8145238403,"(0.0, 0.6064691543579102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.663962,12006,0,0,,0,0,30.624166298,-96.3362577132,71.8161066275,"(0.0, 0.6071310043334961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.683710,12007,0,0,,0,0,30.6241664636,-96.3362581942,71.8177151543,"(0.0, 0.6077971458435059, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.703617,12008,0,0,,0,0,30.6241666273,-96.3362586751,71.8193207812,"(0.0, 0.6084678173065186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.723317,12009,0,0,,0,0,30.6241667896,-96.3362591557,71.8208921293,"(0.0, 0.6091429591178894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.743456,12010,0,0,,0,0,30.6241669508,-96.3362596362,71.8224696727,"(0.0, 0.6098225116729736, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.763385,12011,0,0,,0,0,30.6241671107,-96.3362601168,71.8240434618,"(0.0, 0.6105065941810608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.783456,12012,0,0,,0,0,30.6241672374,-96.3362606908,71.8084428378,"(0.0, 0.6041920781135559, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.803213,12013,0,0,,0,0,30.624167395,-96.3362611727,71.8099816469,"(0.0, 0.6048386693000793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.823280,12014,0,0,,0,0,30.6241675516,-96.3362616541,71.8115040383,"(0.0, 0.6054894924163818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.843197,12015,0,0,,0,0,30.6241677072,-96.3362621347,71.8129670718,"(0.0, 0.6061446666717529, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.863138,12016,0,0,,0,0,30.6241678617,-96.3362626147,71.8144007602,"(0.0, 0.6068040728569031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.883116,12017,0,0,,0,0,30.624168015,-96.3362630935,71.8158531198,"(0.0, 0.607467770576477, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.902915,12018,0,0,,0,0,30.6241681672,-96.3362635717,71.8173360173,"(0.0, 0.6081358790397644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.922906,12019,0,0,,0,0,30.6241683182,-96.3362640493,71.8188741615,"(0.0, 0.6088083982467651, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.943019,12020,0,0,,0,0,30.6241684681,-96.3362645261,71.8204923032,"(0.0, 0.6094853281974792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.963009,12021,0,0,,0,0,30.6241685697,-96.3362649012,71.793364831,"(0.0, 0.6034145355224609, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:22.982991,12022,0,0,,0,0,30.6241687168,-96.3362653749,71.7949363699,"(0.0, 0.6040571928024292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.002909,12023,0,0,,0,0,30.6241688625,-96.3362658484,71.7965566521,"(0.0, 0.6047040224075317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.022997,12024,0,0,,0,0,30.6241690069,-96.3362663207,71.7981651817,"(0.0, 0.6053550839424133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.042728,12025,0,0,,0,0,30.6241691502,-96.3362667915,71.7997361654,"(0.0, 0.606010377407074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.062606,12026,0,0,,0,0,30.624169292,-96.3362672607,71.8012498079,"(0.0, 0.6066699624061584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.083656,12027,0,0,,0,0,30.6241694328,-96.3362677281,71.8027437967,"(0.0, 0.6073338389396667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.103673,12028,0,0,,0,0,30.6241695723,-96.3362681945,71.8042408733,"(0.0, 0.6080020666122437, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.123675,12029,0,0,,0,0,30.6241697104,-96.3362686603,71.8057847694,"(0.0, 0.6086747050285339, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.143576,12030,0,0,,0,0,30.624169847,-96.3362691255,71.8073850537,"(0.0, 0.6093516945838928, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.163556,12031,0,0,,0,0,30.6241700242,-96.3362696017,71.7807454041,"(0.0, 0.6032907962799072, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.183559,12032,0,0,,0,0,30.6241701593,-96.3362700654,71.7821455912,"(0.0, 0.6039336323738098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.203381,12033,0,0,,0,0,30.6241702933,-96.3362705282,71.7834773439,"(0.0, 0.6045807003974915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.223374,12034,0,0,,0,0,30.624170426,-96.3362709905,71.7847145996,"(0.0, 0.6052318215370178, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.243373,12035,0,0,,0,0,30.6241705582,-96.336271452,71.7858937529,"(0.0, 0.6058872938156128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.263414,12036,0,0,,0,0,30.6241706895,-96.3362719129,71.7870107146,"(0.0, 0.606546938419342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.283475,12037,0,0,,0,0,30.6241708204,-96.336272373,71.7881969847,"(0.0, 0.6072109341621399, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.303281,12038,0,0,,0,0,30.6241709509,-96.3362728322,71.7894795618,"(0.0, 0.6078792214393616, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.323376,12039,0,0,,0,0,30.6241710811,-96.3362732907,71.7908481788,"(0.0, 0.6085518598556519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.343434,12040,0,0,,0,0,30.6241712104,-96.3362737484,71.7923433888,"(0.0, 0.6092289090156555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.363131,12041,0,0,,0,0,30.6241712948,-96.3362741203,71.767252124,"(0.0, 0.6030077338218689, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.383257,12042,0,0,,0,0,30.6241714205,-96.3362745761,71.7688788485,"(0.0, 0.6036484241485596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.403187,12043,0,0,,0,0,30.6241715443,-96.3362750318,71.7705688413,"(0.0, 0.6042932868003845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.423100,12044,0,0,,0,0,30.6241716662,-96.3362754871,71.7723136219,"(0.0, 0.6049423217773438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.443105,12045,0,0,,0,0,30.6241717866,-96.3362759418,71.7740907277,"(0.0, 0.605595588684082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.462946,12046,0,0,,0,0,30.6241719061,-96.3362763958,71.775846769,"(0.0, 0.6062530875205994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.483121,12047,0,0,,0,0,30.624172025,-96.336276849,71.7775539196,"(0.0, 0.6069148182868958, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.502863,12048,0,0,,0,0,30.6241721435,-96.3362773017,71.7791615765,"(0.0, 0.607580840587616, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.522976,12049,0,0,,0,0,30.6241722619,-96.3362777542,71.7806532639,"(0.0, 0.60825115442276, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.543021,12050,0,0,,0,0,30.62417238,-96.3362782069,71.7820111647,"(0.0, 0.608925998210907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.563271,12051,0,0,,0,0,30.6241724375,-96.3362786968,71.7531346628,"(0.0, 0.602836549282074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.582926,12052,0,0,,0,0,30.6241725546,-96.3362791516,71.7542181165,"(0.0, 0.6034767031669617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.602860,12053,0,0,,0,0,30.6241726717,-96.3362796075,71.7553338953,"(0.0, 0.6041209697723389, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.623121,12054,0,0,,0,0,30.6241727884,-96.3362800645,71.756446501,"(0.0, 0.6047693490982056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.642678,12055,0,0,,0,0,30.6241729047,-96.3362805229,71.757641315,"(0.0, 0.6054219007492065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.664234,12056,0,0,,0,0,30.6241730203,-96.3362809827,71.7588687217,"(0.0, 0.6060786843299866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.683573,12057,0,0,,0,0,30.6241731355,-96.3362814439,71.7600890623,"(0.0, 0.6067396998405457, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.703849,12058,0,0,,0,0,30.6241732503,-96.3362819069,71.7612983482,"(0.0, 0.6074050068855286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.723660,12059,0,0,,0,0,30.6241733649,-96.3362823718,71.7624733618,"(0.0, 0.6080745458602905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.743682,12060,0,0,,0,0,30.6241734794,-96.3362828391,71.7635777843,"(0.0, 0.6087483763694763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.763646,12061,0,0,,0,0,30.6241735941,-96.3362833088,71.7646258355,"(0.0, 0.6094265580177307, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.783595,12062,0,0,,0,0,30.6241737092,-96.3362837814,71.7656581316,"(0.0, 0.6101091504096985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.803422,12063,0,0,,0,0,30.6241738037,-96.336284326,71.7336751458,"(0.0, 0.6040613055229187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.823490,12064,0,0,,0,0,30.6241739196,-96.3362848059,71.7346415222,"(0.0, 0.6047105193138123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.843366,12065,0,0,,0,0,30.6241740358,-96.336285289,71.7357103764,"(0.0, 0.6053638458251953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.863422,12066,0,0,,0,0,30.6241741526,-96.3362857751,71.7368612518,"(0.0, 0.6060213446617126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.883576,12067,0,0,,0,0,30.6241742699,-96.3362862643,71.7380888659,"(0.0, 0.6066830158233643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.903395,12068,0,0,,0,0,30.6241743874,-96.3362867567,71.7393496016,"(0.0, 0.6073490381240845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.923437,12069,0,0,,0,0,30.6241745053,-96.3362872528,71.7406521378,"(0.0, 0.6080191135406494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.943289,12070,0,0,,0,0,30.6241746235,-96.3362877527,71.7419233606,"(0.0, 0.608693540096283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.963226,12071,0,0,,0,0,30.6241747424,-96.3362882563,71.7431607981,"(0.0, 0.6093722581863403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:23.983421,12072,0,0,,0,0,30.6241748622,-96.3362887637,71.7443782941,"(0.0, 0.6100553870201111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:24.003170,12073,0,0,,0,0,30.6241749834,-96.3362892749,71.7455744976,"(0.0, 0.6107428073883057, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:24.023193,12074,0,0,,0,0,30.6241751061,-96.3362897901,71.7467527014,"(0.0, 0.6114344596862793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:24.043087,12075,0,0,,0,0,30.6241750702,-96.336289761,71.7138831599,"(0.0, 0.6050698757171631, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:24.063046,12076,0,0,,0,0,30.6241751941,-96.3362902784,71.7148519058,"(0.0, 0.6057228446006775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:24.083056,12077,0,0,,0,0,30.6241753187,-96.3362908,71.7157695445,"(0.0, 0.6063798666000366, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2019/02/01/15:57:24.103002,12078,0,0,,0,0,30.6241754438,-96.3362913259,71.7166317611,"(0.0, 0.6070410013198853, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
