time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2020/02/28/11:32:48.153914,24016,0,0,,0,0,30.6724204777,-96.3725155279,88.3955213255,"(0.0, 0.7396664619445801, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.173906,24017,0,0,,0,0,30.6724204798,-96.3725155278,88.3932157361,"(0.0, 0.7405617237091064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.193981,24018,0,0,,0,0,30.6724204817,-96.3725155278,88.3910635858,"(0.0, 0.7414613366127014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.214026,24019,0,0,,0,0,30.6724204835,-96.372515527,88.3887096979,"(0.0, 0.7423655390739441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.233892,24020,0,0,,0,0,30.6724204854,-96.372515527,88.3864869281,"(0.0, 0.7432738542556763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.254018,24021,0,0,,0,0,30.6724204869,-96.3725155259,88.3841607836,"(0.0, 0.7441866993904114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.273892,24022,0,0,,0,0,30.6724204887,-96.3725155256,88.3819516641,"(0.0, 0.7451041340827942, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.293906,24023,0,0,,0,0,30.6724204907,-96.3725155237,88.3796251348,"(0.0, 0.7460260391235352, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.314090,24024,0,0,,0,0,30.6724204924,-96.3725155232,88.3772976964,"(0.0, 0.746952474117279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.334962,24025,0,0,,0,0,30.6724204746,-96.3725155989,88.3856653034,"(0.0, 0.7407013177871704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.353999,24026,0,0,,0,0,30.6724204767,-96.3725155984,88.3833398537,"(0.0, 0.7416038513183594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.373927,24027,0,0,,0,0,30.6724204788,-96.3725155975,88.381017234,"(0.0, 0.7425107359886169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.393879,24028,0,0,,0,0,30.6724204809,-96.3725155974,88.37872327,"(0.0, 0.7434222102165222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.413954,24029,0,0,,0,0,30.6724204826,-96.3725155967,88.3763757965,"(0.0, 0.7443380951881409, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.433828,24030,0,0,,0,0,30.6724204847,-96.372515596,88.3740417574,"(0.0, 0.7452585697174072, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.454860,24031,0,0,,0,0,30.6724204864,-96.3725155955,88.3716973198,"(0.0, 0.7461835145950317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.474854,24032,0,0,,0,0,30.6724204881,-96.3725155941,88.3694357753,"(0.0, 0.747113049030304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.493881,24033,0,0,,0,0,30.6724204901,-96.3725155933,88.3670599793,"(0.0, 0.7480471134185791, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.514858,24034,0,0,,0,0,30.6724204922,-96.3725155934,88.3646119422,"(0.0, 0.748985767364502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.535075,24035,0,0,,0,0,30.6724204896,-96.3725155796,88.3737051836,"(0.0, 0.7424903512001038, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.554894,24036,0,0,,0,0,30.6724204913,-96.3725155793,88.3714032788,"(0.0, 0.7434024810791016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.574841,24037,0,0,,0,0,30.6724204935,-96.3725155783,88.3690136704,"(0.0, 0.7443192005157471, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.594838,24038,0,0,,0,0,30.6724204964,-96.3725155773,88.3666599867,"(0.0, 0.7452403903007507, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.614860,24039,0,0,,0,0,30.6724204985,-96.3725155758,88.3641524924,"(0.0, 0.7461662292480469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.634899,24040,0,0,,0,0,30.672420501,-96.3725155756,88.3617720528,"(0.0, 0.7470963001251221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.654832,24041,0,0,,0,0,30.6724205036,-96.372515574,88.3593502457,"(0.0, 0.7480311989784241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.674855,24042,0,0,,0,0,30.6724205061,-96.3725155731,88.356985847,"(0.0, 0.7489705681800842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.694780,24043,0,0,,0,0,30.6724205081,-96.3725155719,88.3546349877,"(0.0, 0.7499146461486816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.714757,24044,0,0,,0,0,30.6724205103,-96.3725155717,88.3522118847,"(0.0, 0.7508633136749268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.734760,24045,0,0,,0,0,30.6724205126,-96.3725155696,88.3496549026,"(0.0, 0.7515780329704285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.754757,24046,0,0,,0,0,30.6724205032,-96.3725156223,88.3627191287,"(0.0, 0.745289146900177, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.774830,24047,0,0,,0,0,30.6724205057,-96.3725156207,88.3603025217,"(0.0, 0.7462159991264343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.794800,24048,0,0,,0,0,30.6724205084,-96.3725156195,88.3579077083,"(0.0, 0.7471473217010498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.814754,24049,0,0,,0,0,30.6724205109,-96.3725156198,88.3554913569,"(0.0, 0.7480832934379578, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.834755,24050,0,0,,0,0,30.6724205135,-96.3725156183,88.3531060279,"(0.0, 0.7490238547325134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.854761,24051,0,0,,0,0,30.6724205159,-96.3725156173,88.350549009,"(0.0, 0.7499690055847168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.874794,24052,0,0,,0,0,30.6724205182,-96.3725156167,88.3481351595,"(0.0, 0.7509188652038574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.894708,24053,0,0,,0,0,30.6724205209,-96.3725156158,88.3457250715,"(0.0, 0.7518733143806458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.914770,24054,0,0,,0,0,30.672420523,-96.3725156149,88.3434074505,"(0.0, 0.7528324723243713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.934702,24055,0,0,,0,0,30.6724205256,-96.3725156129,88.3408293929,"(0.0, 0.7535549402236938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.954748,24056,0,0,,0,0,30.6724204381,-96.3725155902,88.3609653873,"(0.0, 0.746141254901886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.974748,24057,0,0,,0,0,30.6724204394,-96.3725155892,88.3585342114,"(0.0, 0.7470663785934448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:48.994683,24058,0,0,,0,0,30.6724204406,-96.3725155878,88.3561090321,"(0.0, 0.7479959726333618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.014810,24059,0,0,,0,0,30.6724204427,-96.3725155853,88.3536686721,"(0.0, 0.7489301562309265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.034754,24060,0,0,,0,0,30.6724204444,-96.3725155848,88.3512203185,"(0.0, 0.7498688697814941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.054839,24061,0,0,,0,0,30.6724204461,-96.3725155826,88.3486496567,"(0.0, 0.7508122324943542, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.074750,24062,0,0,,0,0,30.672420448,-96.3725155814,88.3461896565,"(0.0, 0.7517601847648621, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.094691,24063,0,0,,0,0,30.6724204503,-96.3725155792,88.3436988221,"(0.0, 0.7527127265930176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.114689,24064,0,0,,0,0,30.6724204524,-96.3725155774,88.3412382232,"(0.0, 0.7536699175834656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.134696,24065,0,0,,0,0,30.6724204548,-96.372515575,88.3388469741,"(0.0, 0.7546318769454956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.154916,24066,0,0,,0,0,30.6724204345,-96.3725156266,88.3512741547,"(0.0, 0.7481469511985779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.174694,24067,0,0,,0,0,30.6724204374,-96.3725156247,88.3488293574,"(0.0, 0.7490829825401306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.194674,24068,0,0,,0,0,30.67242044,-96.3725156232,88.3463836387,"(0.0, 0.7500236630439758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.214700,24069,0,0,,0,0,30.6724204421,-96.3725156216,88.343977592,"(0.0, 0.7509688138961792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.234662,24070,0,0,,0,0,30.6724204454,-96.3725156191,88.3414402761,"(0.0, 0.7519186735153198, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.254701,24071,0,0,,0,0,30.672420448,-96.372515617,88.338952388,"(0.0, 0.7528731822967529, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.274652,24072,0,0,,0,0,30.6724204505,-96.372515615,88.3364593617,"(0.0, 0.7538325190544128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.294711,24073,0,0,,0,0,30.6724204529,-96.3725156133,88.3339011107,"(0.0, 0.7547960877418518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.314618,24074,0,0,,0,0,30.6724204552,-96.3725156112,88.331402584,"(0.0, 0.7557646036148071, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.334668,24075,0,0,,0,0,30.6724204,-96.3725156565,88.3509866265,"(0.0, 0.7491810321807861, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.354658,24076,0,0,,0,0,30.6724204022,-96.3725156541,88.3484582156,"(0.0, 0.750122606754303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.374757,24077,0,0,,0,0,30.6724204044,-96.3725156524,88.3459494987,"(0.0, 0.7510687112808228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.394565,24078,0,0,,0,0,30.6724204064,-96.3725156501,88.3434535781,"(0.0, 0.7520194053649902, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.414583,24079,0,0,,0,0,30.672420408,-96.3725156488,88.3410485706,"(0.0, 0.7529747486114502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.434594,24080,0,0,,0,0,30.6724204105,-96.3725156471,88.3384431202,"(0.0, 0.7539348006248474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.454592,24081,0,0,,0,0,30.6724204124,-96.3725156455,88.3360024657,"(0.0, 0.7548995018005371, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.474689,24082,0,0,,0,0,30.6724204135,-96.3725156433,88.3334629897,"(0.0, 0.7558689117431641, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.494597,24083,0,0,,0,0,30.6724204158,-96.3725156411,88.3308786039,"(0.0, 0.756843090057373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.514591,24084,0,0,,0,0,30.6724204178,-96.3725156394,88.3283061918,"(0.0, 0.7578219175338745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.534585,24085,0,0,,0,0,30.6724203223,-96.372515709,88.3511257935,"(0.0, 0.7503863573074341, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.554579,24086,0,0,,0,0,30.6724203235,-96.3725157075,88.3485810881,"(0.0, 0.7513290643692017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.574585,24087,0,0,,0,0,30.6724203247,-96.372515706,88.3460088496,"(0.0, 0.7522763609886169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.594632,24088,0,0,,0,0,30.6724203264,-96.3725157041,88.3434578147,"(0.0, 0.7532282471656799, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.614707,24089,0,0,,0,0,30.6724203284,-96.3725157016,88.3409737482,"(0.0, 0.7541847229003906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.634571,24090,0,0,,0,0,30.6724203304,-96.3725156998,88.3384612669,"(0.0, 0.7551458477973938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.654536,24091,0,0,,0,0,30.672420332,-96.3725156989,88.335970181,"(0.0, 0.7561116814613342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.674583,24092,0,0,,0,0,30.6724203341,-96.3725156958,88.3335270972,"(0.0, 0.7570822238922119, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.694561,24093,0,0,,0,0,30.6724203367,-96.3725156942,88.3309839201,"(0.0, 0.7580573558807373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.714516,24094,0,0,,0,0,30.6724203381,-96.3725156915,88.3283469266,"(0.0, 0.7590373158454895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.734473,24095,0,0,,0,0,30.6724203401,-96.3725156891,88.3256385849,"(0.0, 0.7597753405570984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.754575,24096,0,0,,0,0,30.6724202553,-96.3725157585,88.3503045182,"(0.0, 0.7531946301460266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.774588,24097,0,0,,0,0,30.6724202567,-96.3725157573,88.3477511841,"(0.0, 0.7541500926017761, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.794443,24098,0,0,,0,0,30.6724202584,-96.3725157556,88.3452267612,"(0.0, 0.7551103234291077, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.814491,24099,0,0,,0,0,30.6724202599,-96.3725157544,88.3427016353,"(0.0, 0.7560752034187317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.834503,24100,0,0,,0,0,30.6724202612,-96.3725157536,88.3401710414,"(0.0, 0.7570446729660034, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.854495,24101,0,0,,0,0,30.6724202627,-96.3725157522,88.3376632713,"(0.0, 0.7580189108848572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.874444,24102,0,0,,0,0,30.6724202638,-96.3725157505,88.3352520792,"(0.0, 0.758997917175293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.894474,24103,0,0,,0,0,30.6724202653,-96.372515749,88.3325936694,"(0.0, 0.759981632232666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.914536,24104,0,0,,0,0,30.6724202664,-96.3725157463,88.3300714443,"(0.0, 0.7609700560569763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.934472,24105,0,0,,0,0,30.6724201692,-96.3725157719,88.3561566593,"(0.0, 0.754218578338623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.954394,24106,0,0,,0,0,30.6724201697,-96.3725157707,88.3535720763,"(0.0, 0.7551787495613098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.974372,24107,0,0,,0,0,30.6724201699,-96.3725157688,88.3510910865,"(0.0, 0.7561436295509338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:49.994366,24108,0,0,,0,0,30.6724201705,-96.3725157678,88.3485632495,"(0.0, 0.7571130990982056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.014454,24109,0,0,,0,0,30.6724201718,-96.3725157663,88.3461008907,"(0.0, 0.7580873966217041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.034370,24110,0,0,,0,0,30.6724201718,-96.3725157638,88.3435614917,"(0.0, 0.7590663433074951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.054458,24111,0,0,,0,0,30.6724201728,-96.3725157633,88.3410939722,"(0.0, 0.7600499391555786, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.074328,24112,0,0,,0,0,30.672420173,-96.3725157615,88.3385182621,"(0.0, 0.7610383629798889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.094380,24113,0,0,,0,0,30.6724201739,-96.3725157597,88.3359626976,"(0.0, 0.7620315551757812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.114343,24114,0,0,,0,0,30.6724201744,-96.3725157579,88.3334189404,"(0.0, 0.7630295157432556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.134453,24115,0,0,,0,0,30.6724201753,-96.3725157559,88.3308792567,"(0.0, 0.764032244682312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.154428,24116,0,0,,0,0,30.6724201621,-96.3725157385,88.3534381962,"(0.0, 0.7565818428993225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.174362,24117,0,0,,0,0,30.6724201635,-96.3725157367,88.3510084908,"(0.0, 0.7575492858886719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.194293,24118,0,0,,0,0,30.6724201639,-96.3725157341,88.3484634833,"(0.0, 0.758521318435669, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.214358,24119,0,0,,0,0,30.6724201654,-96.3725157333,88.3459661716,"(0.0, 0.759498119354248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.234307,24120,0,0,,0,0,30.6724201658,-96.3725157309,88.3433782991,"(0.0, 0.7604795694351196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2020/02/28/11:32:50.254382,24121,0,0,,0,0,30.672420167,-96.3725157284,88.3408783521,"(0.0, 0.7614657878875732, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
