time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.enabled,.override_active,.command_output_fault,.input_output_fault,.output_reported_fault,.pacmod_fault,.vehicle_fault,.manual_input,.command,.output
2020/02/28/11:11:05.710137,28583,1582909865,710007341,pacmod,False,False,False,False,False,False,False,-0.232,0.0,-0.232
2020/02/28/11:11:05.743727,28584,1582909865,743658335,pacmod,False,False,False,False,False,False,False,-0.244,0.0,-0.244
2020/02/28/11:11:05.777769,28585,1582909865,777648794,pacmod,False,False,False,False,False,False,False,-0.252,0.0,-0.252
2020/02/28/11:11:05.810286,28586,1582909865,810194099,pacmod,False,False,False,False,False,False,False,-0.26,0.0,-0.26
2020/02/28/11:11:05.845080,28587,1582909865,844997483,pacmod,False,False,False,False,False,False,False,-0.264,0.0,-0.264
2020/02/28/11:11:05.877722,28588,1582909865,877601298,pacmod,False,False,False,False,False,False,False,-0.27,0.0,-0.27
2020/02/28/11:11:05.910442,28589,1582909865,910382352,pacmod,False,False,False,False,False,False,False,-0.275,0.0,-0.275
2020/02/28/11:11:05.944900,28590,1582909865,944832824,pacmod,False,False,False,False,False,False,False,-0.279,0.0,-0.279
2020/02/28/11:11:05.978351,28591,1582909865,978267855,pacmod,False,False,False,False,False,False,False,-0.283,0.0,-0.283
2020/02/28/11:11:06.011412,28592,1582909866,11312804,pacmod,False,False,False,False,False,False,False,-0.287,0.0,-0.287
2020/02/28/11:11:06.045556,28593,1582909866,45438266,pacmod,False,False,False,False,False,False,False,-0.288,0.0,-0.288
2020/02/28/11:11:06.078234,28594,1582909866,78155825,pacmod,False,False,False,False,False,False,False,-0.288,0.0,-0.288
2020/02/28/11:11:06.111013,28595,1582909866,110941993,pacmod,False,False,False,False,False,False,False,-0.288,0.0,-0.288
2020/02/28/11:11:06.144035,28596,1582909866,143976363,pacmod,False,False,False,False,False,False,False,-0.289,0.0,-0.289
2020/02/28/11:11:06.177911,28597,1582909866,177821636,pacmod,False,False,False,False,False,False,False,-0.296,0.0,-0.296
2020/02/28/11:11:06.211077,28598,1582909866,211025394,pacmod,False,False,False,False,False,False,False,-0.302,0.0,-0.302
2020/02/28/11:11:06.244564,28599,1582909866,244505802,pacmod,False,False,False,False,False,False,False,-0.313,0.0,-0.313
2020/02/28/11:11:06.277081,28600,1582909866,277004527,pacmod,False,False,False,False,False,False,False,-0.327,0.0,-0.327
2020/02/28/11:11:06.311004,28601,1582909866,310935127,pacmod,False,False,False,False,False,False,False,-0.338,0.0,-0.338
2020/02/28/11:11:06.343837,28602,1582909866,343772840,pacmod,False,False,False,False,False,False,False,-0.355,0.0,-0.355
2020/02/28/11:11:06.377551,28603,1582909866,377438925,pacmod,False,False,False,False,False,False,False,-0.367,0.0,-0.367
2020/02/28/11:11:06.411499,28604,1582909866,411396031,pacmod,False,False,False,False,False,False,False,-0.383,0.0,-0.383
2020/02/28/11:11:06.444762,28605,1582909866,444689562,pacmod,False,False,False,False,False,False,False,-0.398,0.0,-0.398
2020/02/28/11:11:06.477275,28606,1582909866,477201648,pacmod,False,False,False,False,False,False,False,-0.409,0.0,-0.409
2020/02/28/11:11:06.511013,28607,1582909866,510933482,pacmod,False,False,False,False,False,False,False,-0.422,0.0,-0.422
2020/02/28/11:11:06.544742,28608,1582909866,544659717,pacmod,False,False,False,False,False,False,False,-0.435,0.0,-0.435
2020/02/28/11:11:06.577897,28609,1582909866,577823440,pacmod,False,False,False,False,False,False,False,-0.443,0.0,-0.443
2020/02/28/11:11:06.611489,28610,1582909866,611426228,pacmod,False,False,False,False,False,False,False,-0.459,0.0,-0.459
2020/02/28/11:11:06.644676,28611,1582909866,644625394,pacmod,False,False,False,False,False,False,False,-0.468,0.0,-0.468
2020/02/28/11:11:06.677551,28612,1582909866,677495452,pacmod,False,False,False,False,False,False,False,-0.485,0.0,-0.485
2020/02/28/11:11:06.712069,28613,1582909866,711974158,pacmod,False,False,False,False,False,False,False,-0.492,0.0,-0.492
2020/02/28/11:11:06.744575,28614,1582909866,744482185,pacmod,False,False,False,False,False,False,False,-0.493,0.0,-0.493
2020/02/28/11:11:06.778584,28615,1582909866,778494366,pacmod,False,False,False,False,False,False,False,-0.491,0.0,-0.491
2020/02/28/11:11:06.810761,28616,1582909866,810693307,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:06.844655,28617,1582909866,844562580,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:06.877794,28618,1582909866,877657259,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:06.910914,28619,1582909866,910847824,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:06.944858,28620,1582909866,944766194,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:06.978405,28621,1582909866,978338096,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:07.011194,28622,1582909867,11094806,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:07.044414,28623,1582909867,44293550,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:07.078460,28624,1582909867,78366089,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:07.111179,28625,1582909867,111059579,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:07.145006,28626,1582909867,144865145,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:07.177775,28627,1582909867,177655433,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:07.211766,28628,1582909867,211656450,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:07.245661,28629,1582909867,245553270,pacmod,False,False,False,False,False,False,False,-0.49,0.0,-0.49
2020/02/28/11:11:07.278696,28630,1582909867,278593904,pacmod,False,False,False,False,False,False,False,-0.489,0.0,-0.489
2020/02/28/11:11:07.311997,28631,1582909867,311929478,pacmod,False,False,False,False,False,False,False,-0.489,0.0,-0.489
2020/02/28/11:11:07.345796,28632,1582909867,345709625,pacmod,False,False,False,False,False,False,False,-0.488,0.0,-0.488
2020/02/28/11:11:07.379442,28633,1582909867,379383463,pacmod,False,False,False,False,False,False,False,-0.488,0.0,-0.488
2020/02/28/11:11:07.413151,28634,1582909867,412995961,pacmod,False,False,False,False,False,False,False,-0.488,0.0,-0.488
2020/02/28/11:11:07.445569,28635,1582909867,445482591,pacmod,False,False,False,False,False,False,False,-0.487,0.0,-0.487
2020/02/28/11:11:07.479367,28636,1582909867,479281501,pacmod,False,False,False,False,False,False,False,-0.487,0.0,-0.487
2020/02/28/11:11:07.512927,28637,1582909867,512825176,pacmod,False,False,False,False,False,False,False,-0.486,0.0,-0.486
2020/02/28/11:11:07.546489,28638,1582909867,546395621,pacmod,False,False,False,False,False,False,False,-0.484,0.0,-0.484
2020/02/28/11:11:07.578645,28639,1582909867,578577608,pacmod,False,False,False,False,False,False,False,-0.476,0.0,-0.476
2020/02/28/11:11:07.611391,28640,1582909867,611331115,pacmod,False,False,False,False,False,False,False,-0.467,0.0,-0.467
2020/02/28/11:11:07.645312,28641,1582909867,645255284,pacmod,False,False,False,False,False,False,False,-0.456,0.0,-0.456
2020/02/28/11:11:07.678780,28642,1582909867,678671141,pacmod,False,False,False,False,False,False,False,-0.434,0.0,-0.434
2020/02/28/11:11:07.711840,28643,1582909867,711745019,pacmod,False,False,False,False,False,False,False,-0.408,0.0,-0.408
2020/02/28/11:11:07.745675,28644,1582909867,745609700,pacmod,False,False,False,False,False,False,False,-0.385,0.0,-0.385
2020/02/28/11:11:07.778889,28645,1582909867,778784889,pacmod,False,False,False,False,False,False,False,-0.348,0.0,-0.348
2020/02/28/11:11:07.813382,28646,1582909867,813327226,pacmod,False,False,False,False,False,False,False,-0.32,0.0,-0.32
2020/02/28/11:11:07.845752,28647,1582909867,845680817,pacmod,False,False,False,False,False,False,False,-0.282,0.0,-0.282
2020/02/28/11:11:07.879315,28648,1582909867,879236901,pacmod,False,False,False,False,False,False,False,-0.246,0.0,-0.246
2020/02/28/11:11:07.912342,28649,1582909867,912204173,pacmod,False,False,False,False,False,False,False,-0.22,0.0,-0.22
2020/02/28/11:11:07.946014,28650,1582909867,945927000,pacmod,False,False,False,False,False,False,False,-0.191,0.0,-0.191
2020/02/28/11:11:07.979365,28651,1582909867,979284103,pacmod,False,False,False,False,False,False,False,-0.165,0.0,-0.165
2020/02/28/11:11:08.012331,28652,1582909868,12217521,pacmod,False,False,False,False,False,False,False,-0.148,0.0,-0.148
2020/02/28/11:11:08.046442,28653,1582909868,46384723,pacmod,False,False,False,False,False,False,False,-0.126,0.0,-0.126
2020/02/28/11:11:08.078600,28654,1582909868,78483495,pacmod,False,False,False,False,False,False,False,-0.11,0.0,-0.11
2020/02/28/11:11:08.112699,28655,1582909868,112600300,pacmod,False,False,False,False,False,False,False,-0.089,0.0,-0.089
2020/02/28/11:11:08.145957,28656,1582909868,145810142,pacmod,False,False,False,False,False,False,False,-0.071,0.0,-0.071
2020/02/28/11:11:08.178919,28657,1582909868,178850004,pacmod,False,False,False,False,False,False,False,-0.06,0.0,-0.06
2020/02/28/11:11:08.212164,28658,1582909868,212068845,pacmod,False,False,False,False,False,False,False,-0.049,0.0,-0.049
2020/02/28/11:11:08.245969,28659,1582909868,245909577,pacmod,False,False,False,False,False,False,False,-0.039,0.0,-0.039
2020/02/28/11:11:08.278604,28660,1582909868,278524757,pacmod,False,False,False,False,False,False,False,-0.032,0.0,-0.032
2020/02/28/11:11:08.312543,28661,1582909868,312394636,pacmod,False,False,False,False,False,False,False,-0.022,0.0,-0.022
2020/02/28/11:11:08.345218,28662,1582909868,345166610,pacmod,False,False,False,False,False,False,False,-0.016,0.0,-0.016
2020/02/28/11:11:08.379151,28663,1582909868,379095836,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.412138,28664,1582909868,412091632,pacmod,False,False,False,False,False,False,False,-0.012,0.0,-0.012
2020/02/28/11:11:08.445676,28665,1582909868,445590159,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.479659,28666,1582909868,479527275,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.512260,28667,1582909868,512178835,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.546209,28668,1582909868,546151539,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.579894,28669,1582909868,579766372,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.612571,28670,1582909868,612505595,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.646135,28671,1582909868,646072372,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.679104,28672,1582909868,679049797,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.713111,28673,1582909868,713023876,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.746105,28674,1582909868,746008362,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.780163,28675,1582909868,780101815,pacmod,False,False,False,False,False,False,False,-0.013,0.0,-0.013
2020/02/28/11:11:08.813826,28676,1582909868,813750367,pacmod,False,False,False,False,False,False,False,-0.012,0.0,-0.012
2020/02/28/11:11:08.846190,28677,1582909868,846101904,pacmod,False,False,False,False,False,False,False,-0.012,0.0,-0.012
2020/02/28/11:11:08.880808,28678,1582909868,880721553,pacmod,False,False,False,False,False,False,False,-0.011,0.0,-0.011
2020/02/28/11:11:08.914142,28679,1582909868,914060479,pacmod,False,False,False,False,False,False,False,-0.01,0.0,-0.01
2020/02/28/11:11:08.946759,28680,1582909868,946699998,pacmod,False,False,False,False,False,False,False,-0.008,0.0,-0.008
2020/02/28/11:11:08.979615,28681,1582909868,979485411,pacmod,False,False,False,False,False,False,False,-0.004,0.0,-0.004
2020/02/28/11:11:09.014245,28682,1582909869,14173439,pacmod,False,False,False,False,False,False,False,0.001,0.0,0.001
2020/02/28/11:11:09.047021,28683,1582909869,46963558,pacmod,False,False,False,False,False,False,False,0.011,0.0,0.011
2020/02/28/11:11:09.079573,28684,1582909869,79511981,pacmod,False,False,False,False,False,False,False,0.02,0.0,0.02
2020/02/28/11:11:09.113337,28685,1582909869,113245115,pacmod,False,False,False,False,False,False,False,0.033,0.0,0.033
2020/02/28/11:11:09.145968,28686,1582909869,145878369,pacmod,False,False,False,False,False,False,False,0.043,0.0,0.043
2020/02/28/11:11:09.179748,28687,1582909869,179691702,pacmod,False,False,False,False,False,False,False,0.054,0.0,0.054
2020/02/28/11:11:09.212641,28688,1582909869,212551626,pacmod,False,False,False,False,False,False,False,0.065,0.0,0.065
2020/02/28/11:11:09.246206,28689,1582909869,246148370,pacmod,False,False,False,False,False,False,False,0.071,0.0,0.071
2020/02/28/11:11:09.279736,28690,1582909869,279659932,pacmod,False,False,False,False,False,False,False,0.074,0.0,0.074
2020/02/28/11:11:09.312740,28691,1582909869,312670141,pacmod,False,False,False,False,False,False,False,0.075,0.0,0.075
2020/02/28/11:11:09.346599,28692,1582909869,346544683,pacmod,False,False,False,False,False,False,False,0.075,0.0,0.075
2020/02/28/11:11:09.379315,28693,1582909869,379237631,pacmod,False,False,False,False,False,False,False,0.075,0.0,0.075
2020/02/28/11:11:09.413101,28694,1582909869,413046173,pacmod,False,False,False,False,False,False,False,0.074,0.0,0.074
2020/02/28/11:11:09.446929,28695,1582909869,446841734,pacmod,False,False,False,False,False,False,False,0.073,0.0,0.073
2020/02/28/11:11:09.479908,28696,1582909869,479838502,pacmod,False,False,False,False,False,False,False,0.071,0.0,0.071
2020/02/28/11:11:09.513650,28697,1582909869,513595927,pacmod,False,False,False,False,False,False,False,0.069,0.0,0.069
2020/02/28/11:11:09.546324,28698,1582909869,546238137,pacmod,False,False,False,False,False,False,False,0.069,0.0,0.069
2020/02/28/11:11:09.580132,28699,1582909869,580045793,pacmod,False,False,False,False,False,False,False,0.069,0.0,0.069
2020/02/28/11:11:09.613110,28700,1582909869,613030600,pacmod,False,False,False,False,False,False,False,0.069,0.0,0.069
2020/02/28/11:11:09.646271,28701,1582909869,646194901,pacmod,False,False,False,False,False,False,False,0.068,0.0,0.068
2020/02/28/11:11:09.680221,28702,1582909869,680141664,pacmod,False,False,False,False,False,False,False,0.066,0.0,0.066
2020/02/28/11:11:09.713309,28703,1582909869,713200785,pacmod,False,False,False,False,False,False,False,0.059,0.0,0.059
2020/02/28/11:11:09.746860,28704,1582909869,746805224,pacmod,False,False,False,False,False,False,False,0.05,0.0,0.05
2020/02/28/11:11:09.779637,28705,1582909869,779546203,pacmod,False,False,False,False,False,False,False,0.042,0.0,0.042
2020/02/28/11:11:09.813147,28706,1582909869,813037157,pacmod,False,False,False,False,False,False,False,0.035,0.0,0.035
2020/02/28/11:11:09.846873,28707,1582909869,846765655,pacmod,False,False,False,False,False,False,False,0.028,0.0,0.028
2020/02/28/11:11:09.880148,28708,1582909869,880048406,pacmod,False,False,False,False,False,False,False,0.025,0.0,0.025
2020/02/28/11:11:09.913988,28709,1582909869,913883658,pacmod,False,False,False,False,False,False,False,0.024,0.0,0.024
2020/02/28/11:11:09.946766,28710,1582909869,946690800,pacmod,False,False,False,False,False,False,False,0.023,0.0,0.023
2020/02/28/11:11:09.980446,28711,1582909869,980380013,pacmod,False,False,False,False,False,False,False,0.023,0.0,0.023
2020/02/28/11:11:10.013288,28712,1582909870,13168120,pacmod,False,False,False,False,False,False,False,0.023,0.0,0.023
2020/02/28/11:11:10.047140,28713,1582909870,47083674,pacmod,False,False,False,False,False,False,False,0.023,0.0,0.023
2020/02/28/11:11:10.080010,28714,1582909870,79959860,pacmod,False,False,False,False,False,False,False,0.023,0.0,0.023
2020/02/28/11:11:10.113604,28715,1582909870,113542675,pacmod,False,False,False,False,False,False,False,0.023,0.0,0.023
2020/02/28/11:11:10.146667,28716,1582909870,146600369,pacmod,False,False,False,False,False,False,False,0.022,0.0,0.022
2020/02/28/11:11:10.180779,28717,1582909870,180715452,pacmod,False,False,False,False,False,False,False,0.022,0.0,0.022
2020/02/28/11:11:10.214207,28718,1582909870,214158094,pacmod,False,False,False,False,False,False,False,0.02,0.0,0.02
2020/02/28/11:11:10.247548,28719,1582909870,247460521,pacmod,False,False,False,False,False,False,False,0.019,0.0,0.019
2020/02/28/11:11:10.281508,28720,1582909870,281447186,pacmod,False,False,False,False,False,False,False,0.017,0.0,0.017
2020/02/28/11:11:10.314957,28721,1582909870,314885611,pacmod,False,False,False,False,False,False,False,0.016,0.0,0.016
2020/02/28/11:11:10.348284,28722,1582909870,348185202,pacmod,False,False,False,False,False,False,False,0.015,0.0,0.015
2020/02/28/11:11:10.381011,28723,1582909870,380901949,pacmod,False,False,False,False,False,False,False,0.015,0.0,0.015
2020/02/28/11:11:10.415183,28724,1582909870,415126520,pacmod,False,False,False,False,False,False,False,0.015,0.0,0.015
2020/02/28/11:11:10.448239,28725,1582909870,448183743,pacmod,False,False,False,False,False,False,False,0.014,0.0,0.014
2020/02/28/11:11:10.480076,28726,1582909870,480022002,pacmod,False,False,False,False,False,False,False,0.011,0.0,0.011
2020/02/28/11:11:10.515464,28727,1582909870,515403732,pacmod,False,False,False,False,False,False,False,0.006,0.0,0.006
2020/02/28/11:11:10.548030,28728,1582909870,547949281,pacmod,False,False,False,False,False,False,False,0.005,0.0,0.005
2020/02/28/11:11:10.580096,28729,1582909870,580045929,pacmod,False,False,False,False,False,False,False,0.003,0.0,0.003
2020/02/28/11:11:10.614385,28730,1582909870,614322274,pacmod,False,False,False,False,False,False,False,0.002,0.0,0.002
2020/02/28/11:11:10.647367,28731,1582909870,647268369,pacmod,False,False,False,False,False,False,False,0.001,0.0,0.001
2020/02/28/11:11:10.681250,28732,1582909870,681187748,pacmod,False,False,False,False,False,False,False,0.001,0.0,0.001
2020/02/28/11:11:10.714173,28733,1582909870,714097712,pacmod,False,False,False,False,False,False,False,0.001,0.0,0.001
2020/02/28/11:11:10.748093,28734,1582909870,748030875,pacmod,False,False,False,False,False,False,False,0.001,0.0,0.001
2020/02/28/11:11:10.781200,28735,1582909870,781141848,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2020/02/28/11:11:10.814336,28736,1582909870,814269747,pacmod,False,False,False,False,False,False,False,-0.001,0.0,-0.001
2020/02/28/11:11:10.848469,28737,1582909870,848342806,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:10.881230,28738,1582909870,881120938,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:10.914857,28739,1582909870,914734945,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:10.947645,28740,1582909870,947579988,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:10.980954,28741,1582909870,980902115,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.014220,28742,1582909871,14153986,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.047911,28743,1582909871,47854296,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.081580,28744,1582909871,81485037,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.114565,28745,1582909871,114456815,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.147786,28746,1582909871,147735831,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.181940,28747,1582909871,181880178,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.214096,28748,1582909871,214034439,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.247883,28749,1582909871,247771301,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.281701,28750,1582909871,281600499,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.314788,28751,1582909871,314704546,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.348932,28752,1582909871,348794590,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.381685,28753,1582909871,381557904,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.415697,28754,1582909871,415568146,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.448234,28755,1582909871,448163702,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.482022,28756,1582909871,481890413,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.515426,28757,1582909871,515303873,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.548464,28758,1582909871,548376979,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
2020/02/28/11:11:11.581928,28759,1582909871,581805661,pacmod,False,False,False,False,False,False,False,-0.002,0.0,-0.002
