time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.gps_time,.Mag.x,.Mag.y,.Mag.z,.Accel.x,.Accel.y,.Accel.z,.Gyro.x,.Gyro.y,.Gyro.z,.Temp,.Pressure
2020/02/28/11:32:47.534193,0,1582911167,534047313,vectornav,1266946385.52,0.0,0.0,0.0,-0.094453021884,-0.34022757411,-9.73654842377,0.000915786367841,-0.00105404341593,-0.000949079170823,0.0,0.0
2020/02/28/11:32:47.554146,1,1582911167,554035195,vectornav,1266946385.54,0.0,0.0,0.0,-0.120566770434,-0.356488198042,-9.76796627045,0.0001090625301,-0.00125001743436,-0.000148247927427,0.0,0.0
2020/02/28/11:32:47.576298,2,1582911167,574035868,vectornav,1266946385.56,0.0,0.0,0.0,-0.141749858856,-0.369635909796,-9.78176879883,0.00117324281018,0.000573595054448,0.00045923050493,0.0,0.0
2020/02/28/11:32:47.594102,3,1582911167,594044724,vectornav,1266946385.58,0.0,0.0,0.0,-0.130194038153,-0.343264520168,-9.79945373535,0.00232989853248,-0.000922377221286,-0.000618869438767,0.0,0.0
2020/02/28/11:32:47.615081,4,1582911167,614031892,vectornav,1266946385.6,0.0,0.0,0.0,-0.133211314678,-0.353518009186,-9.81313514709,-0.000483573821839,0.000950979301706,-0.000801715999842,0.0,0.0
2020/02/28/11:32:47.634058,5,1582911167,634021643,vectornav,1266946385.62,0.0,0.0,0.0,-0.117643624544,-0.34985691309,-9.7978553772,0.000538429187145,0.00108138518408,-0.000569955445826,0.0,0.0
2020/02/28/11:32:47.654122,6,1582911167,654069020,vectornav,1266946385.64,0.0,0.0,0.0,-0.133209049702,-0.351771891117,-9.77635765076,0.00141601962969,0.0007786876522,-0.000855881720781,0.0,0.0
2020/02/28/11:32:47.674007,7,1582911167,673970582,vectornav,1266946385.66,0.0,0.0,0.0,-0.135106354952,-0.333242356777,-9.75350856781,0.000405321421567,0.00129335722886,0.000702508725226,0.0,0.0
2020/02/28/11:32:47.694123,8,1582911167,694084277,vectornav,1266946385.68,0.0,0.0,0.0,-0.126406699419,-0.352639138699,-9.76205825806,-0.000344302825397,-4.79333102703e-05,0.000337942503393,0.0,0.0
2020/02/28/11:32:47.714125,9,1582911167,714018167,vectornav,1266946385.7,0.0,0.0,0.0,-0.109396353364,-0.35355079174,-9.78774452209,2.93013872579e-05,-0.000316326040775,-0.000762651674449,0.0,0.0
2020/02/28/11:32:47.734062,10,1582911167,734004766,vectornav,1266946385.72,0.0,0.0,0.0,-0.115068033338,-0.351512044668,-9.74059677124,0.000598079059273,0.00101483007893,-1.35852023959e-05,0.0,0.0
2020/02/28/11:32:47.754023,11,1582911167,753960320,vectornav,1266946385.74,0.0,0.0,0.0,-0.127969518304,-0.350151211023,-9.73874950409,-0.00206499779597,0.000999624608085,0.000967846252024,0.0,0.0
2020/02/28/11:32:47.773992,12,1582911167,773928221,vectornav,1266946385.76,0.0,0.0,0.0,-0.11266759038,-0.327257812023,-9.77570438385,-0.000302186526824,-0.000378572847694,-6.55790790915e-05,0.0,0.0
2020/02/28/11:32:47.794012,13,1582911167,793952996,vectornav,1266946385.78,0.0,0.0,0.0,-0.10327937454,-0.356703072786,-9.76959896088,-4.25930484198e-05,2.55289487541e-05,-0.0005186451599,0.0,0.0
2020/02/28/11:32:47.814023,14,1582911167,813966905,vectornav,1266946385.8,0.0,0.0,0.0,-0.12143035233,-0.343694597483,-9.76822566986,-0.000946834683418,0.000352142844349,-0.000392463989556,0.0,0.0
2020/02/28/11:32:47.834013,15,1582911167,833952623,vectornav,1266946385.82,0.0,0.0,0.0,-0.132775917649,-0.356898456812,-9.77841091156,-0.00075680896407,0.000297809951007,0.000599189661443,0.0,0.0
2020/02/28/11:32:47.853971,16,1582911167,853920964,vectornav,1266946385.84,0.0,0.0,0.0,-0.133572086692,-0.354942947626,-9.75411319733,-0.000435846188338,-0.000479938928038,0.00066652148962,0.0,0.0
2020/02/28/11:32:47.873981,17,1582911167,873947122,vectornav,1266946385.86,0.0,0.0,0.0,-0.0865269452333,-0.325075209141,-9.75560379028,-0.00109317025635,-0.00119532831013,-2.72607430816e-05,0.0,0.0
2020/02/28/11:32:47.893934,18,1582911167,893890043,vectornav,1266946385.88,0.0,0.0,0.0,-0.121304109693,-0.327204078436,-9.77597522736,-0.000500693451613,0.000173904933035,-0.000416883267462,0.0,0.0
2020/02/28/11:32:47.913925,19,1582911167,913873117,vectornav,1266946385.9,0.0,0.0,0.0,-0.135048285127,-0.320035099983,-9.79724597931,0.00058740505483,0.000502821989357,0.00106350518763,0.0,0.0
2020/02/28/11:32:47.933944,20,1582911167,933906356,vectornav,1266946385.92,0.0,0.0,0.0,-0.117516472936,-0.326965481043,-9.79433631897,0.000287955801468,0.000176492612809,-0.000650894828141,0.0,0.0
2020/02/28/11:32:47.954030,21,1582911167,953880171,vectornav,1266946385.94,0.0,0.0,0.0,-0.11897970736,-0.333720475435,-9.76281356812,0.000971407396719,-0.00021744845435,-0.00066964328289,0.0,0.0
2020/02/28/11:32:47.973935,22,1582911167,973888026,vectornav,1266946385.96,0.0,0.0,0.0,-0.102475307882,-0.339122831821,-9.76852035522,-0.000308829301503,-7.65318982303e-05,-0.00153379049152,0.0,0.0
2020/02/28/11:32:47.994006,23,1582911167,993913995,vectornav,1266946385.98,0.0,0.0,0.0,-0.108206801116,-0.339277356863,-9.75068092346,0.00172732886858,0.000158540438861,0.000167367048562,0.0,0.0
2020/02/28/11:32:48.014208,24,1582911168,14131534,vectornav,1266946386.0,0.0,0.0,0.0,-0.116448529065,-0.343487113714,-9.75877761841,0.00213093915954,0.000181414652616,0.00128832645714,0.0,0.0
2020/02/28/11:32:48.033920,25,1582911168,33878504,vectornav,1266946386.02,0.0,0.0,0.0,-0.133660033345,-0.353735506535,-9.73022842407,0.000738119415473,-3.68165783584e-05,0.00107039790601,0.0,0.0
2020/02/28/11:32:48.053954,26,1582911168,53901223,vectornav,1266946386.04,0.0,0.0,0.0,-0.129295527935,-0.371078342199,-9.77572727203,0.00121231540106,-0.000173836480826,0.000259597785771,0.0,0.0
2020/02/28/11:32:48.073894,27,1582911168,73866110,vectornav,1266946386.06,0.0,0.0,0.0,-0.146755144,-0.359300911427,-9.73677349091,0.000586524663959,0.000726942671463,7.1837566793e-05,0.0,0.0
2020/02/28/11:32:48.093990,28,1582911168,93881805,vectornav,1266946386.08,0.0,0.0,0.0,-0.117502622306,-0.329231292009,-9.76403999329,-0.000347989291186,4.22415323555e-05,9.50703397393e-05,0.0,0.0
2020/02/28/11:32:48.113945,29,1582911168,113906938,vectornav,1266946386.1,0.0,0.0,0.0,-0.138641417027,-0.357079267502,-9.75326538086,0.000432672735769,0.000504605006427,-0.000208451412618,0.0,0.0
2020/02/28/11:32:48.133898,30,1582911168,133822662,vectornav,1266946386.12,0.0,0.0,0.0,-0.105035878718,-0.338348597288,-9.77685165405,-4.59660077468e-05,-0.000158162787557,0.000235200859606,0.0,0.0
2020/02/28/11:32:48.153845,31,1582911168,153807062,vectornav,1266946386.14,0.0,0.0,0.0,-0.0944500118494,-0.357813388109,-9.78080558777,0.000555558770429,-0.000768012367189,0.00103168562055,0.0,0.0
2020/02/28/11:32:48.173830,32,1582911168,173802772,vectornav,1266946386.16,0.0,0.0,0.0,-0.0978903099895,-0.369555771351,-9.75523757935,-0.00145288254134,-0.000596334692091,7.29309394956e-05,0.0,0.0
2020/02/28/11:32:48.193867,33,1582911168,193800857,vectornav,1266946386.18,0.0,0.0,0.0,-0.114453114569,-0.363394021988,-9.7693939209,-3.15203797072e-05,0.000368793960661,0.000690002925694,0.0,0.0
2020/02/28/11:32:48.213873,34,1582911168,213785668,vectornav,1266946386.2,0.0,0.0,0.0,-0.126956418157,-0.332941234112,-9.74151515961,0.000995704671368,-0.00106578459963,-0.00019805226475,0.0,0.0
2020/02/28/11:32:48.233812,35,1582911168,233780194,vectornav,1266946386.22,0.0,0.0,0.0,-0.0991657525301,-0.348605066538,-9.75567722321,-6.12211297266e-05,0.000303510110825,0.000243035145104,0.0,0.0
2020/02/28/11:32:48.253911,36,1582911168,253838256,vectornav,1266946386.24,0.0,0.0,0.0,-0.105044193566,-0.326352119446,-9.74360847473,-0.000367888191249,2.0164065063e-05,-5.13335689902e-05,0.0,0.0
2020/02/28/11:32:48.273818,37,1582911168,273748439,vectornav,1266946386.26,0.0,0.0,0.0,-0.151972740889,-0.328467100859,-9.73347377777,-0.000120812910609,-0.000169531907886,-0.000270525924861,0.0,0.0
2020/02/28/11:32:48.293830,38,1582911168,293752942,vectornav,1266946386.28,0.0,0.0,0.0,-0.145078718662,-0.356744855642,-9.77131080627,-0.000342645565979,0.00138630904257,-0.0012702299282,0.0,0.0
2020/02/28/11:32:48.313959,39,1582911168,313858091,vectornav,1266946386.3,0.0,0.0,0.0,-0.110072664917,-0.346600621939,-9.77601051331,0.000580321182497,-0.000450885389,0.000351485796273,0.0,0.0
2020/02/28/11:32:48.334881,40,1582911168,334822067,vectornav,1266946386.32,0.0,0.0,0.0,-0.133421719074,-0.320392251015,-9.78329086304,0.000563701440115,0.000661537516862,0.000704656355083,0.0,0.0
2020/02/28/11:32:48.353841,41,1582911168,353748336,vectornav,1266946386.34,0.0,0.0,0.0,-0.112262569368,-0.347881317139,-9.77506542206,-0.000148129765876,-0.000484745483845,-0.000216320157051,0.0,0.0
2020/02/28/11:32:48.373797,42,1582911168,373756494,vectornav,1266946386.36,0.0,0.0,0.0,-0.120815075934,-0.349536776543,-9.74174499512,0.000715272151865,-0.000486041419208,1.09858810902e-05,0.0,0.0
2020/02/28/11:32:48.393772,43,1582911168,393734549,vectornav,1266946386.38,0.0,0.0,0.0,-0.116767175496,-0.35586643219,-9.75149345398,0.000694032642059,-0.00123260868713,-0.000617704354227,0.0,0.0
2020/02/28/11:32:48.413833,44,1582911168,413760672,vectornav,1266946386.4,0.0,0.0,0.0,-0.121844954789,-0.359710037708,-9.77922916412,-0.000247158051934,-0.000219745095819,-1.66883692145e-05,0.0,0.0
2020/02/28/11:32:48.433776,45,1582911168,433709610,vectornav,1266946386.42,0.0,0.0,0.0,-0.12424544245,-0.343704581261,-9.74964141846,0.000916155346204,-0.000106200575829,-0.000108038075268,0.0,0.0
2020/02/28/11:32:48.454754,46,1582911168,454710974,vectornav,1266946386.44,0.0,0.0,0.0,-0.128140181303,-0.344853818417,-9.78264427185,0.000927894143388,0.00154680619016,0.00022704154253,0.0,0.0
2020/02/28/11:32:48.474762,47,1582911168,474699960,vectornav,1266946386.46,0.0,0.0,0.0,-0.114407874644,-0.347433328629,-9.75920391083,0.000226783973631,-0.00037178164348,0.000786200165749,0.0,0.0
2020/02/28/11:32:48.493790,48,1582911168,493743001,vectornav,1266946386.48,0.0,0.0,0.0,-0.110463820398,-0.362803399563,-9.7555809021,0.000242486014031,-0.000856325030327,0.00125965103507,0.0,0.0
2020/02/28/11:32:48.514804,49,1582911168,514711739,vectornav,1266946386.5,0.0,0.0,0.0,-0.112699098885,-0.357392370701,-9.7787399292,0.000172845553607,0.000510262325406,7.64541327953e-05,0.0,0.0
2020/02/28/11:32:48.534960,50,1582911168,534865252,vectornav,1266946386.52,0.0,0.0,0.0,-0.117120273411,-0.352798849344,-9.72790527344,0.000417009927332,0.000543967820704,-0.000355307944119,0.0,0.0
2020/02/28/11:32:48.554810,51,1582911168,554741843,vectornav,1266946386.54,0.0,0.0,0.0,-0.10044491291,-0.365184545517,-9.75391769409,0.000335654069204,0.00023095915094,0.000656547024846,0.0,0.0
2020/02/28/11:32:48.574744,52,1582911168,574702266,vectornav,1266946386.56,0.0,0.0,0.0,-0.127806827426,-0.352157920599,-9.76386070251,0.000457977352198,0.000255897641182,0.00070742238313,0.0,0.0
2020/02/28/11:32:48.594742,53,1582911168,594690516,vectornav,1266946386.58,0.0,0.0,0.0,-0.111012384295,-0.357029944658,-9.76913261414,-4.90266829729e-05,0.000289786141366,0.00120274815708,0.0,0.0
2020/02/28/11:32:48.614748,54,1582911168,614695194,vectornav,1266946386.6,0.0,0.0,0.0,-0.108299478889,-0.329660922289,-9.78382301331,0.000260281201918,-0.00146363861859,0.000396643765271,0.0,0.0
2020/02/28/11:32:48.634779,55,1582911168,634686426,vectornav,1266946386.62,0.0,0.0,0.0,-0.113856673241,-0.338354736567,-9.75016403198,-0.0001304129255,-0.00135888671502,-0.000669303350151,0.0,0.0
2020/02/28/11:32:48.654783,56,1582911168,654715212,vectornav,1266946386.64,0.0,0.0,0.0,-0.120449244976,-0.339794456959,-9.78555297852,-0.000255601014942,-2.36975029111e-05,9.05925408006e-05,0.0,0.0
2020/02/28/11:32:48.674714,57,1582911168,674670791,vectornav,1266946386.66,0.0,0.0,0.0,-0.127540871501,-0.372157692909,-9.78969955444,-0.00077468942618,1.07921659946e-05,0.000694899819791,0.0,0.0
2020/02/28/11:32:48.694719,58,1582911168,694669473,vectornav,1266946386.68,0.0,0.0,0.0,-0.132690414786,-0.364798992872,-9.80392074585,8.15771636553e-05,7.00764358044e-05,-0.00041647721082,0.0,0.0
2020/02/28/11:32:48.714678,59,1582911168,714615198,vectornav,1266946386.7,0.0,0.0,0.0,-0.134762331843,-0.319661289454,-9.77642250061,-6.39905920252e-06,-0.000453373417258,-0.000873122364283,0.0,0.0
2020/02/28/11:32:48.734699,60,1582911168,734650025,vectornav,1266946386.72,0.0,0.0,0.0,-0.13742788136,-0.346125721931,-9.75660514832,-4.26342594437e-05,-0.000288979150355,0.000441326759756,0.0,0.0
2020/02/28/11:32:48.754685,61,1582911168,754647490,vectornav,1266946386.74,0.0,0.0,0.0,-0.144481524825,-0.352254122496,-9.75423908234,-0.00104224751703,-0.000565526075661,-0.0008663861081,0.0,0.0
2020/02/28/11:32:48.774707,62,1582911168,774632507,vectornav,1266946386.76,0.0,0.0,0.0,-0.129005566239,-0.327848672867,-9.77268314362,0.000705581565853,-0.000668333377689,0.000623513944447,0.0,0.0
2020/02/28/11:32:48.794703,63,1582911168,794639226,vectornav,1266946386.78,0.0,0.0,0.0,-0.137583658099,-0.346480697393,-9.71136188507,7.53389322199e-05,-0.000802450813353,0.000769286416471,0.0,0.0
