time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.Time,.Week,.Status,.RPY.x,.RPY.y,.RPY.z,.LLA.x,.LLA.y,.LLA.z,.NedVel.x,.NedVel.y,.NedVel.z,.YawUncertainty,.PitchUncertainty,.RollUncertainty,.PosUncertainty,.VelUncertainty,.SyncInTime,.SyncInCount
2020/02/28/11:32:47.933939,24011,1582911167,933866232,vectornav,1266946385.92,2094,33542,2.05279541016,-0.737423360348,5.66265535355,30.6724204678,-96.372515489,88.4082045688,0.0073498673737,0.00288952607661,0.107743963599,0.309851020575,0.0673729106784,0.0673485398293,0.736847817898,0.0954010412097,1582908092.54,0
2020/02/28/11:32:47.954023,24012,1582911167,953843986,vectornav,1266946385.94,2094,774,2.05273342133,-0.737806618214,5.66198396683,30.6724204693,-96.3725154888,88.4059891572,0.00756833702326,0.00285903830081,0.108033515513,0.309936583042,0.0674560889602,0.0674318000674,0.737726271152,0.0956951677799,1582908092.54,0
2020/02/28/11:32:47.973928,24013,1582911167,973853967,vectornav,1266946385.96,2094,774,2.05332112312,-0.737954735756,5.66114425659,30.6724204699,-96.3725154881,88.4039033294,0.0077734105289,0.00296742003411,0.108573228121,0.309327214956,0.0675392746925,0.067514963448,0.738609015942,0.0959894806147,1582908092.54,0
2020/02/28/11:32:47.994001,24014,1582911167,993879913,vectornav,1266946385.98,2094,774,2.05449676514,-0.738034665585,5.66130924225,30.6724204714,-96.3725154875,88.4016124754,0.00789736956358,0.0031216936186,0.108869127929,0.309412658215,0.0676224455237,0.0675981640816,0.739496171474,0.0962838828564,1582908092.54,0
2020/02/28/11:32:48.014200,24015,1582911168,14073548,vectornav,1266946386.0,2094,33542,2.05562090874,-0.737753689289,5.66126728058,30.6724204724,-96.3725154869,88.3994645862,0.00795145705342,0.00330721959472,0.109290860593,0.309498012066,0.0677055567503,0.0676813349128,0.740387618542,0.0965787246823,1582908092.54,0
2020/02/28/11:32:48.033896,24016,1582911168,33844414,vectornav,1266946386.02,2094,33542,2.05671977997,-0.737243771553,5.66045665741,30.6724204739,-96.3725154862,88.3973237774,0.00800129771233,0.00341057032347,0.109951630235,0.309583425522,0.0677886679769,0.0677645131946,0.741283476353,0.0968735441566,1582908092.54,0
2020/02/28/11:32:48.053907,24017,1582911168,53840431,vectornav,1266946386.04,2094,774,2.05779480934,-0.737032711506,5.66006326675,30.6724204756,-96.3725154855,88.3950418537,0.00816611200571,0.00345244444907,0.110393613577,0.30966886878,0.0678717494011,0.0678476318717,0.742183625698,0.0971685349941,1582908092.54,0
2020/02/28/11:32:48.073888,24018,1582911168,73820524,vectornav,1266946386.06,2094,774,2.05850744247,-0.736944556236,5.65978908539,30.6724204772,-96.372515485,88.3928288883,0.00816021487117,0.0034341532737,0.110839396715,0.309754252434,0.0679548159242,0.0679307207465,0.743088245392,0.0974640250206,1582908092.54,0
2020/02/28/11:32:48.093982,24019,1582911168,93838380,vectornav,1266946386.08,2094,774,2.05925965309,-0.736830711365,5.66016626358,30.6724204791,-96.3725154842,88.3906153838,0.0082083567977,0.00365552026778,0.111261337996,0.309839725494,0.0680378600955,0.0680138170719,0.743997275829,0.0977597460151,1582908092.54,0
2020/02/28/11:32:48.113927,24020,1582911168,113860241,vectornav,1266946386.1,2094,33542,2.05958223343,-0.736749589443,5.66044187546,30.6724204805,-96.372515483,88.3883842257,0.00820855423808,0.00365017354488,0.111873865128,0.309925168753,0.0681209042668,0.0680969208479,0.74491071701,0.0980554074049,1582908092.54,0
2020/02/28/11:32:48.133889,24021,1582911168,133790283,vectornav,1266946386.12,2094,33542,2.05904150009,-0.736874580383,5.660384655,30.6724204819,-96.3725154818,88.3862104351,0.00835643708706,0.00384104344994,0.112393155694,0.31001073122,0.0682039186358,0.0681799724698,0.745828807354,0.098351560533,1582908092.54,0
2020/02/28/11:32:48.153828,24022,1582911168,153769796,vectornav,1266946386.14,2094,33542,2.05842995644,-0.737742006779,5.66098213196,30.6724204777,-96.3725155279,88.3955213255,0.00960638746619,0.00297696422786,0.111863866448,0.310096204281,0.0677093788981,0.0676851272583,0.739666461945,0.0965836718678,1582908092.54,0
2020/02/28/11:32:48.173823,24023,1582911168,173762670,vectornav,1266946386.16,2094,774,2.05816626549,-0.738053679466,5.66078901291,30.6724204798,-96.3725155278,88.3932157361,0.0099067427218,0.00294851325452,0.112468741834,0.310181707144,0.0677924752235,0.0677682980895,0.740561723709,0.0968785434961,1582908092.54,0
2020/02/28/11:32:48.193859,24024,1582911168,193760801,vectornav,1266946386.18,2094,774,2.05812311172,-0.737987458706,5.66120433807,30.6724204817,-96.3725155278,88.3910635858,0.010222595185,0.00288703292608,0.112729772925,0.309570729733,0.0678755640984,0.0678513422608,0.741461336613,0.0971738249063,1582908092.54,0
2020/02/28/11:32:48.213866,24025,1582911168,213753239,vectornav,1266946386.2,2094,33542,2.05843544006,-0.738325178623,5.66093111038,30.6724204835,-96.372515527,88.3887096979,0.0099970549345,0.00302420277148,0.113278284669,0.309656143188,0.0679586231709,0.0679344460368,0.742365539074,0.0974693149328,1582908092.54,0
2020/02/28/11:32:48.233808,24026,1582911168,233746675,vectornav,1266946386.22,2094,33542,2.05892181396,-0.737723469734,5.6613483429,30.6724204854,-96.372515527,88.3864869281,0.0103059262037,0.00290693156421,0.113915264606,0.309741586447,0.0680416747928,0.068017564714,0.743273854256,0.0977648571134,1582908092.54,0
2020/02/28/11:32:48.253906,24027,1582911168,253804301,vectornav,1266946386.24,2094,33542,2.05972671509,-0.737656652927,5.66169881821,30.6724204869,-96.3725155259,88.3841607836,0.0106736049056,0.0032222289592,0.114201664925,0.309826999903,0.0681246966124,0.068100579083,0.74418669939,0.0980608388782,1582908092.54,0
2020/02/28/11:32:48.273812,24028,1582911168,273716555,vectornav,1266946386.26,2094,774,2.05961847305,-0.737444996834,5.66200399399,30.6724204887,-96.3725155256,88.3819516641,0.0104177594185,0.00351613853127,0.114549711347,0.309912502766,0.0682077258825,0.0681836754084,0.745104134083,0.0983569994569,1582908092.54,0
2020/02/28/11:32:48.293825,24029,1582911168,293720312,vectornav,1266946386.28,2094,774,2.05928897858,-0.736847996712,5.66178131104,30.6724204907,-96.3725155237,88.3796251348,0.0102607160807,0.00371763948351,0.114924959838,0.309997975826,0.0682907029986,0.0682667046785,0.746026039124,0.0986534878612,1582908092.54,0
2020/02/28/11:32:48.313936,24030,1582911168,313811868,vectornav,1266946386.3,2094,33542,2.05925059319,-0.736608445644,5.66182661057,30.6724204924,-96.3725155232,88.3772976964,0.0105403475463,0.00406302977353,0.115106500685,0.310083448887,0.0683736726642,0.0683496892452,0.746952474117,0.0989503487945,1582908092.54,0
2020/02/28/11:32:48.334873,24031,1582911168,334787454,vectornav,1266946386.32,2094,33542,2.05884337425,-0.736322581768,5.66211223602,30.6724204746,-96.3725155989,88.3856653034,0.0108087398112,0.00253791734576,0.114679679275,0.310168594122,0.0678460747004,0.0678218156099,0.740701317787,0.0970924720168,1582908092.54,0
2020/02/28/11:32:48.353835,24032,1582911168,353716094,vectornav,1266946386.34,2094,33542,2.05913186073,-0.73614180088,5.66202306747,30.6724204767,-96.3725155984,88.3833398537,0.0108380243182,0.00253527984023,0.114927776158,0.31025415659,0.067929148674,0.0679048746824,0.741603851318,0.0973879396915,1582908092.54,0
2020/02/28/11:32:48.373791,24033,1582911168,373722804,vectornav,1266946386.36,2094,774,2.05963134766,-0.73640358448,5.66144704819,30.6724204788,-96.3725155975,88.381017234,0.0108113698661,0.0025402829051,0.115567736328,0.30964243412,0.0680122002959,0.0679879412055,0.742510735989,0.0976835042238,1582908092.54,0
2020/02/28/11:32:48.393753,24034,1582911168,393696551,vectornav,1266946386.38,2094,774,2.05919742584,-0.735782623291,5.66081285477,30.6724204809,-96.3725155974,88.37872327,0.0108098573983,0.00268204230815,0.116109251976,0.309727817774,0.0680952370167,0.068071000278,0.743422210217,0.0979791358113,1582908092.54,0
2020/02/28/11:32:48.413827,24035,1582911168,413728438,vectornav,1266946386.4,2094,774,2.05927419662,-0.736038684845,5.66044282913,30.6724204826,-96.3725155967,88.3763757965,0.0106558836997,0.00279747880995,0.116594538093,0.309813261032,0.0681782364845,0.0681540742517,0.744338095188,0.0982749983668,1582908092.54,0
2020/02/28/11:32:48.433769,24036,1582911168,433675073,vectornav,1266946386.42,2094,33542,2.06014990807,-0.736759901047,5.66007709503,30.6724204847,-96.372515596,88.3740417574,0.0105266086757,0.00281098857522,0.117024712265,0.309898674488,0.0682612285018,0.0682370811701,0.745258569717,0.0985713675618,1582908092.54,0
2020/02/28/11:32:48.454745,24037,1582911168,454677892,vectornav,1266946386.44,2094,33542,2.06002473831,-0.736670076847,5.65958404541,30.6724204864,-96.3725155955,88.3716973198,0.010450720787,0.00284617580473,0.117335349321,0.309984147549,0.0683441907167,0.0683200806379,0.746183514595,0.0988679081202,1582908092.54,0
2020/02/28/11:32:48.474756,24038,1582911168,474667806,vectornav,1266946386.46,2094,774,2.05961537361,-0.736908018589,5.65948581696,30.6724204881,-96.3725155941,88.3694357753,0.0105234980583,0.00275276694447,0.11769849062,0.310069620609,0.0684271380305,0.0684031099081,0.74711304903,0.0991648435593,1582908092.54,0
2020/02/28/11:32:48.493786,24039,1582911168,493706436,vectornav,1266946386.48,2094,774,2.06049633026,-0.737457156181,5.66001415253,30.6724204901,-96.3725155933,88.3670599793,0.0108334049582,0.00293764006346,0.118415154517,0.310155123472,0.0685100853443,0.0684860944748,0.748047113419,0.0994618460536,1582908092.54,0
2020/02/28/11:32:48.514754,24040,1582911168,514671178,vectornav,1266946386.5,2094,774,2.06088471413,-0.737092733383,5.66019010544,30.6724204922,-96.3725155934,88.3646119422,0.0112745650113,0.00290524028242,0.118738271296,0.310240656137,0.0685930103064,0.068569034338,0.748985767365,0.0997588783503,1582908092.54,0
2020/02/28/11:32:48.534930,24041,1582911168,534803929,vectornav,1266946386.52,2094,33542,2.06089186668,-0.737319946289,5.66033172607,30.6724204896,-96.3725155796,88.3737051836,0.0122994370759,0.00467284023762,0.118335917592,0.31032577157,0.0680047050118,0.0679804459214,0.7424903512,0.0977123379707,1582908092.54,0
2020/02/28/11:32:48.554805,24042,1582911168,554707588,vectornav,1266946386.54,2094,33542,2.06091189384,-0.736884891987,5.66094732285,30.6724204913,-96.3725155793,88.3714032788,0.0127623490989,0.00456512160599,0.118743993342,0.310411244631,0.0680877268314,0.0680635347962,0.743402481079,0.0980079323053,1582908092.54,0
2020/02/28/11:32:48.574729,24043,1582911168,574668604,vectornav,1266946386.56,2094,33542,2.06143569946,-0.73696243763,5.66078710556,30.6724204935,-96.3725155783,88.3690136704,0.0129746347666,0.00464779883623,0.119208447635,0.309798568487,0.0681707188487,0.0681464746594,0.744319200516,0.0983037725091,1582908092.54,0
2020/02/28/11:32:48.594728,24044,1582911168,594653432,vectornav,1266946386.58,2094,774,2.06136989594,-0.736569285393,5.66148090363,30.6724204964,-96.3725155773,88.3666599867,0.0129761882126,0.00487468857318,0.11954548955,0.309884011745,0.0682537257671,0.0682295262814,0.745240390301,0.0985999777913,1582908092.54,0
2020/02/28/11:32:48.614733,24045,1582911168,614660550,vectornav,1266946386.6,2094,774,2.06187081337,-0.736415028572,5.66192293167,30.6724204985,-96.3725155758,88.3641524924,0.0129896812141,0.00485407933593,0.119955308735,0.309969365597,0.0683366730809,0.0683124810457,0.746166229248,0.0988964736462,1582908092.54,0
2020/02/28/11:32:48.634767,24046,1582911168,634641653,vectornav,1266946386.62,2094,33542,2.0622150898,-0.736010313034,5.6614985466,30.672420501,-96.3725155756,88.3617720528,0.0129847750068,0.00506393052638,0.120427951217,0.310054808855,0.0684196129441,0.068395473063,0.747096300125,0.0991932302713,1582908092.54,0
2020/02/28/11:32:48.654776,24047,1582911168,654674594,vectornav,1266946386.64,2094,33542,2.06177783012,-0.735813677311,5.66172599792,30.6724205036,-96.372515574,88.3593502457,0.0129141174257,0.00517173483968,0.120183736086,0.310140311718,0.0685025379062,0.0684784576297,0.748031198978,0.0994903147221,1582908092.54,0
2020/02/28/11:32:48.674708,24048,1582911168,674637401,vectornav,1266946386.66,2094,33542,2.06161475182,-0.735663950443,5.66139507294,30.6724205061,-96.3725155731,88.356985847,0.012969635427,0.00506818573922,0.120287016034,0.310225695372,0.0685854405165,0.0685613974929,0.74897056818,0.099787928164,1582908092.54,0
2020/02/28/11:32:48.694708,24049,1582911168,694632833,vectornav,1266946386.68,2094,6918,2.06221389771,-0.736065089703,5.66091775894,30.6724205081,-96.3725155719,88.3546349877,0.0129483453929,0.00506873615086,0.120568007231,0.310311198235,0.068668320775,0.0686443448067,0.749914646149,0.100085400045,1582908092.54,0
2020/02/28/11:32:48.714652,24050,1582911168,714579451,vectornav,1266946386.7,2094,6918,2.06179499626,-0.736054837704,5.66058969498,30.6724205103,-96.3725155717,88.3522118847,0.0127179957926,0.00522278249264,0.120640970767,0.310396701097,0.068751193583,0.0687272697687,0.750863313675,0.100383333862,1582908092.54,0
2020/02/28/11:32:48.734671,24051,1582911168,734605264,vectornav,1266946386.72,2094,6918,2.06167674065,-0.736093878746,5.66036987305,30.6724205126,-96.3725155696,88.3496549026,0.0127373337746,0.00544926803559,0.121080197394,0.310460805893,0.068813316524,0.0687894225121,0.75157803297,0.100606918335,1582908092.54,0
2020/02/28/11:32:48.754665,24052,1582911168,754600593,vectornav,1266946386.74,2094,33542,2.06110692024,-0.736625611782,5.65980291367,30.6724205032,-96.3725156223,88.3627191287,0.0133667625487,0.00439127441496,0.1200093925,0.3105674088,0.0682458505034,0.0682216286659,0.7452891469,0.0986422225833,1582908092.54,0
2020/02/28/11:32:48.774701,24053,1582911168,774587910,vectornav,1266946386.76,2094,33542,2.06089496613,-0.737103044987,5.66047239304,30.6724205057,-96.3725156207,88.3603025217,0.0135569125414,0.00469756312668,0.120503410697,0.309953600168,0.0683288052678,0.0683045461774,0.746215999126,0.0989383384585,1582908092.54,0
2020/02/28/11:32:48.794696,24054,1582911168,794592611,vectornav,1266946386.78,2094,774,2.06041574478,-0.737139880657,5.66054582596,30.6724205084,-96.3725156195,88.3579077083,0.0134770460427,0.0047452673316,0.121318057179,0.310038983822,0.068411745131,0.0683875158429,0.747147321701,0.0992348790169,1582908092.54,0
2020/02/28/11:32:48.814680,24055,1582911168,814589856,vectornav,1266946386.8,2094,774,2.06050682068,-0.736807227135,5.66088914871,30.6724205109,-96.3725156198,88.3554913569,0.0135284438729,0.00477929133922,0.121888868511,0.31012442708,0.0684946551919,0.0684704482555,0.748083293438,0.0995311737061,1582908092.54,0
2020/02/28/11:32:48.834674,24056,1582911168,834615050,vectornav,1266946386.82,2094,774,2.06104230881,-0.736762106419,5.66183042526,30.6724205135,-96.3725156183,88.3531060279,0.0134185999632,0.00466504786164,0.121914513409,0.310209721327,0.0685775354505,0.0685533806682,0.749023854733,0.0998283848166,1582908092.54,0
2020/02/28/11:32:48.854682,24057,1582911168,854604526,vectornav,1266946386.84,2094,33542,2.06150555611,-0.735519349575,5.66201972961,30.6724205159,-96.3725156173,88.350549009,0.0136177912354,0.00439899414778,0.121508732438,0.310295164585,0.068660415709,0.0686363130808,0.749969005585,0.100126095116,1582908092.54,0
2020/02/28/11:32:48.874691,24058,1582911168,874628141,vectornav,1266946386.86,2094,33542,2.06217002869,-0.734055578709,5.66227626801,30.6724205182,-96.3725156167,88.3481351595,0.0136245340109,0.00421859510243,0.12092346698,0.310380637646,0.0687432661653,0.0687191784382,0.750918865204,0.100424528122,1582908092.54,0
2020/02/28/11:32:48.894644,24059,1582911168,894543636,vectornav,1266946386.88,2094,774,2.06269145012,-0.733944892883,5.66215896606,30.6724205209,-96.3725156158,88.3457250715,0.0132115148008,0.00398127269,0.120396591723,0.310466140509,0.0688261091709,0.0688020810485,0.751873314381,0.100722998381,1582908092.54,0
2020/02/28/11:32:48.914665,24060,1582911168,914578654,vectornav,1266946386.9,2094,774,2.06298017502,-0.733758509159,5.66228961945,30.672420523,-96.3725156149,88.3434074505,0.012704860419,0.00395395047963,0.120991148055,0.310551702976,0.0689089521766,0.0688849687576,0.752832472324,0.101021386683,1582908092.54,0
2020/02/28/11:32:48.934602,24061,1582911168,934521706,vectornav,1266946386.92,2094,774,2.06233310699,-0.734800338745,5.66265583038,30.6724205256,-96.3725156129,88.3408293929,0.0120479278266,0.00424428563565,0.12201680243,0.310615837574,0.0689710602164,0.0689470916986,0.753554940224,0.101244799793,1582908092.54,0
2020/02/28/11:32:48.954674,24062,1582911168,954584002,vectornav,1266946386.94,2094,33542,2.06148409843,-0.735231280327,5.66179180145,30.6724204381,-96.3725155902,88.3609653873,0.00849946960807,0.00650742463768,0.120531521738,0.31072229147,0.0681365281343,0.0681121870875,0.746141254902,0.0983946323395,1582908092.54,0
2020/02/28/11:32:48.974641,24063,1582911168,974583045,vectornav,1266946386.96,2094,33542,2.06045603752,-0.73687762022,5.66185235977,30.6724204394,-96.3725155892,88.3585342114,0.00853369757533,0.00718619115651,0.122095704079,0.310107499361,0.068219512701,0.0681951493025,0.747066378593,0.0986894518137,1582908092.54,0
2020/02/28/11:32:48.994642,24064,1582911168,994525703,vectornav,1266946386.98,2094,33542,2.05888223648,-0.737588167191,5.6623210907,30.6724204406,-96.3725155878,88.3561090321,0.00875359773636,0.00762725342065,0.123267635703,0.31019282341,0.0683024451137,0.0682781115174,0.747995972633,0.0989846438169,1582908092.54,0
2020/02/28/11:32:49.014640,24065,1582911169,14527816,vectornav,1266946387.0,2094,774,2.05800557137,-0.738241970539,5.66239738464,30.6724204427,-96.3725155853,88.3536686721,0.0093637779355,0.0078291669488,0.123903155327,0.310278236866,0.0683853700757,0.068361081183,0.748930156231,0.0992804095149,1582908092.54,0
2020/02/28/11:32:49.034635,24066,1582911169,34535624,vectornav,1266946387.02,2094,774,2.05762243271,-0.738413274288,5.66250753403,30.6724204444,-96.3725155848,88.3512203185,0.0101919323206,0.00780362263322,0.123978897929,0.31036362052,0.068468272686,0.0684440359473,0.749868869781,0.0995771586895,1582908092.54,0
2020/02/28/11:32:49.054705,24067,1582911169,54582888,vectornav,1266946387.04,2094,33542,2.05801010132,-0.73794144392,5.66264486313,30.6724204461,-96.3725155826,88.3486496567,0.0110631920397,0.00817266199738,0.123688697815,0.310449063778,0.0685511603951,0.0685269460082,0.750812232494,0.0998740643263,1582908092.54,0
2020/02/28/11:32:49.074632,24068,1582911169,74541511,vectornav,1266946387.06,2094,33542,2.05882978439,-0.737701773643,5.66307163239,30.672420448,-96.3725155814,88.3461896565,0.0118902139366,0.00865211430937,0.123664177954,0.310534596443,0.0686340555549,0.0686098858714,0.751760184765,0.100171379745,1582908092.54,0
2020/02/28/11:32:49.094578,24069,1582911169,94467285,vectornav,1266946387.08,2094,33542,2.0607984066,-0.73743134737,5.66400384903,30.6724204503,-96.3725155792,88.3436988221,0.0124535039067,0.00923992879689,0.123779132962,0.310620099306,0.0687169209123,0.0686927735806,0.752712726593,0.100469082594,1582908092.54,0
2020/02/28/11:32:49.114609,24070,1582911169,114496001,vectornav,1266946387.1,2094,774,2.06203269958,-0.737941086292,5.66481733322,30.6724204524,-96.3725155774,88.3412382232,0.0129929892719,0.0096928011626,0.123914368451,0.310705572367,0.0687997415662,0.0687756687403,0.753669917583,0.100766703486,1582908092.54,0
2020/02/28/11:32:49.134591,24071,1582911169,134511206,vectornav,1266946387.12,2094,774,2.06323242188,-0.738017678261,5.66527414322,30.6724204548,-96.372515575,88.3388469741,0.0133722759783,0.0103308586404,0.12436118722,0.31079107523,0.0688825547695,0.0688585266471,0.754631876945,0.101064637303,1582908092.54,0
2020/02/28/11:32:49.154758,24072,1582911169,154602377,vectornav,1266946387.14,2094,774,2.06392049789,-0.73829883337,5.66544723511,30.6724204345,-96.3725156266,88.3512741547,0.0137282013893,0.00918722525239,0.12251573801,0.310876339674,0.0683140605688,0.0682897344232,0.748146951199,0.0990875139832,1582908092.54,0
2020/02/28/11:32:49.174618,24073,1582911169,174512488,vectornav,1266946387.16,2094,33542,2.0648059845,-0.738896727562,5.66525697708,30.6724204374,-96.3725156247,88.3488293574,0.0140601247549,0.0091300746426,0.122740849853,0.310260504484,0.0683969929814,0.0683726295829,0.74908298254,0.0993840321898,1582908092.54,0
2020/02/28/11:32:49.194595,24074,1582911169,194468833,vectornav,1266946387.18,2094,33542,2.0658121109,-0.739948153496,5.66519117355,30.67242044,-96.3725156232,88.3463836387,0.0144970528781,0.00921682454646,0.122852146626,0.310345888138,0.0684799104929,0.0684555396438,0.750023663044,0.0996805131435,1582908092.54,0
2020/02/28/11:32:49.214587,24075,1582911169,214512645,vectornav,1266946387.2,2094,774,2.06617617607,-0.740270376205,5.66479587555,30.6724204421,-96.3725156216,88.343977592,0.0148765929043,0.00891011953354,0.123315751553,0.310431301594,0.0685627683997,0.0685384497046,0.750968813896,0.099977299571,1582908092.54,0
2020/02/28/11:32:49.234555,24076,1582911169,234468442,vectornav,1266946387.22,2094,774,2.06746196747,-0.739703595638,5.6638417244,30.6724204454,-96.3725156191,88.3414402761,0.0150275081396,0.00870421715081,0.124080970883,0.31051671505,0.0686456263065,0.0686213970184,0.751918673515,0.1002741009,1582908092.54,0
2020/02/28/11:32:49.254583,24077,1582911169,254472380,vectornav,1266946387.24,2094,774,2.06870746613,-0.738295853138,5.6634349823,30.672420448,-96.372515617,88.338952388,0.0148846693337,0.0089159021154,0.125104576349,0.310602098703,0.0687284618616,0.0687042921782,0.752873182297,0.100570753217,1582908092.54,0
2020/02/28/11:32:49.274556,24078,1582911169,274495248,vectornav,1266946387.26,2094,33542,2.06926965714,-0.737448632717,5.6623749733,30.6724204505,-96.372515615,88.3364593617,0.0146722458303,0.00932169146836,0.126297235489,0.310687541962,0.0688112825155,0.0687871202826,0.753832519054,0.100867919624,1582908092.54,0
2020/02/28/11:32:49.294618,24079,1582911169,294523629,vectornav,1266946387.28,2094,33542,2.06920909882,-0.737117350101,5.66139507294,30.6724204529,-96.3725156133,88.3339011107,0.0142230130732,0.0095631070435,0.127009049058,0.31077298522,0.0688940882683,0.0688699409366,0.754796087742,0.101164937019,1582908092.54,0
