time,.data
2020/02/28/11:32:56.207962,1.1712448
2020/02/28/11:32:56.242250,1.1712448
2020/02/28/11:32:56.275594,1.1533632
2020/02/28/11:32:56.308344,1.139952
2020/02/28/11:32:56.342018,1.1444224
2020/02/28/11:32:56.374989,1.1533632
2020/02/28/11:32:56.408590,1.1533632
2020/02/28/11:32:56.442504,1.1444224
2020/02/28/11:32:56.475309,1.1265408
2020/02/28/11:32:56.508599,1.1220704
2020/02/28/11:32:56.542523,1.1265408
2020/02/28/11:32:56.575172,1.1444224
2020/02/28/11:32:56.609115,1.1444224
2020/02/28/11:32:56.642050,1.1354816
2020/02/28/11:32:56.675287,1.1176
2020/02/28/11:32:56.708793,1.1131296
2020/02/28/11:32:56.742607,1.1176
2020/02/28/11:32:56.775166,1.1310112
2020/02/28/11:32:56.808870,1.1176
2020/02/28/11:32:56.841981,1.1086592
2020/02/28/11:32:56.876198,1.0773664
2020/02/28/11:32:56.908921,1.0907776
2020/02/28/11:32:56.941989,1.1041888
2020/02/28/11:32:56.975678,1.1176
2020/02/28/11:32:57.008688,1.1131296
2020/02/28/11:32:57.042793,1.0997184
2020/02/28/11:32:57.076525,1.0818368
2020/02/28/11:32:57.109030,1.095248
2020/02/28/11:32:57.143359,1.0907776
2020/02/28/11:32:57.176932,1.0907776
2020/02/28/11:32:57.210509,1.0863072
2020/02/28/11:32:57.244730,1.072896
2020/02/28/11:32:57.276998,1.0684256
2020/02/28/11:32:57.309984,1.0639552
2020/02/28/11:32:57.343843,1.0639552
2020/02/28/11:32:57.376540,1.0773664
2020/02/28/11:32:57.409634,1.0684256
2020/02/28/11:32:57.443066,1.0639552
2020/02/28/11:32:57.476943,1.0550144
2020/02/28/11:32:57.509984,1.0550144
2020/02/28/11:32:57.543661,1.0550144
2020/02/28/11:32:57.577680,1.0550144
2020/02/28/11:32:57.610325,1.0550144
2020/02/28/11:32:57.643706,1.0460736
2020/02/28/11:32:57.677158,1.0326624
2020/02/28/11:32:57.710263,1.028192
2020/02/28/11:32:57.743747,1.0326624
2020/02/28/11:32:57.777643,1.0460736
2020/02/28/11:32:57.810277,1.0416032
2020/02/28/11:32:57.844110,1.0371328
2020/02/28/11:32:57.876898,1.00584
2020/02/28/11:32:57.910172,1.00584
2020/02/28/11:32:57.943789,1.0147808
2020/02/28/11:32:57.977860,1.028192
2020/02/28/11:32:58.011203,1.028192
2020/02/28/11:32:58.044133,1.0192512
2020/02/28/11:32:58.077159,0.9968992
2020/02/28/11:32:58.110709,0.9924288
2020/02/28/11:32:58.144130,1.00584
2020/02/28/11:32:58.177895,1.0147808
2020/02/28/11:32:58.210711,1.0103104
2020/02/28/11:32:58.244781,1.00584
2020/02/28/11:32:58.277506,0.9924288
2020/02/28/11:32:58.311046,0.9790176
2020/02/28/11:32:58.345111,0.9790176
2020/02/28/11:32:58.378233,0.9879584
2020/02/28/11:32:58.410832,0.9745472
2020/02/28/11:32:58.444632,0.9700768
2020/02/28/11:32:58.477618,0.961136
2020/02/28/11:32:58.511868,0.9745472
2020/02/28/11:32:58.545063,0.9745472
2020/02/28/11:32:58.578462,0.9656064
2020/02/28/11:32:58.611409,0.9477248
2020/02/28/11:32:58.645385,0.9432544
2020/02/28/11:32:58.678411,0.9521952
2020/02/28/11:32:58.712604,0.9566656
2020/02/28/11:32:58.746666,0.9477248
2020/02/28/11:32:58.778664,0.9432544
2020/02/28/11:32:58.812009,0.9432544
2020/02/28/11:32:58.845460,0.9432544
2020/02/28/11:32:58.878894,0.9521952
2020/02/28/11:32:58.912292,0.9521952
2020/02/28/11:32:58.945944,0.938784
2020/02/28/11:32:58.979076,0.9253728
2020/02/28/11:32:59.013101,0.9209024
2020/02/28/11:32:59.046079,0.9253728
2020/02/28/11:32:59.078962,0.9343136
2020/02/28/11:32:59.113239,0.938784
2020/02/28/11:32:59.145791,0.9209024
2020/02/28/11:32:59.179075,0.916432
2020/02/28/11:32:59.212875,0.8985504
2020/02/28/11:32:59.246492,0.8806688
2020/02/28/11:32:59.279393,0.871728
2020/02/28/11:32:59.313340,0.8627872
2020/02/28/11:32:59.346633,0.8538464
2020/02/28/11:32:59.380125,0.8449056
2020/02/28/11:32:59.412982,0.8449056
2020/02/28/11:32:59.446982,0.8359648
2020/02/28/11:32:59.480908,0.8359648
2020/02/28/11:32:59.514212,0.8359648
2020/02/28/11:32:59.547166,0.8404352
2020/02/28/11:32:59.580733,0.8404352
2020/02/28/11:32:59.614525,0.8449056
2020/02/28/11:32:59.647459,0.871728
2020/02/28/11:32:59.680904,0.8806688
2020/02/28/11:32:59.714318,0.89408
2020/02/28/11:32:59.747769,0.89408
2020/02/28/11:32:59.781282,0.9030208
2020/02/28/11:32:59.813857,0.9074912
2020/02/28/11:32:59.847761,0.916432
2020/02/28/11:32:59.880750,0.916432
2020/02/28/11:32:59.914907,0.9074912
2020/02/28/11:32:59.947705,0.8180832
2020/02/28/11:32:59.981285,0.7689088
2020/02/28/11:33:00.015192,0.7554976
2020/02/28/11:33:00.047701,0.7689088
2020/02/28/11:33:00.081500,0.7778496
2020/02/28/11:33:00.115584,0.7957312
2020/02/28/11:33:00.149040,0.8180832
2020/02/28/11:33:00.181817,0.8314944
2020/02/28/11:33:00.215456,0.849376
2020/02/28/11:33:00.248988,0.8583168
2020/02/28/11:33:00.282903,0.827024
2020/02/28/11:33:00.316273,0.737616
2020/02/28/11:33:00.350371,0.715264
2020/02/28/11:33:00.382086,0.7286752
2020/02/28/11:33:00.416227,0.7644384
2020/02/28/11:33:00.449209,0.8002016
2020/02/28/11:33:00.481994,0.8225536
2020/02/28/11:33:00.515952,0.8314944
2020/02/28/11:33:00.549175,0.7733792
2020/02/28/11:33:00.582960,0.7331456
2020/02/28/11:33:00.616446,0.7107936
2020/02/28/11:33:00.649025,0.7465568
2020/02/28/11:33:00.682320,0.7644384
2020/02/28/11:33:00.715908,0.804672
2020/02/28/11:33:00.748594,0.7867904
2020/02/28/11:33:00.782207,0.759968
2020/02/28/11:33:00.815891,0.7107936
2020/02/28/11:33:00.848649,0.7197344
2020/02/28/11:33:00.882118,0.737616
2020/02/28/11:33:00.916268,0.7733792
2020/02/28/11:33:00.949100,0.7644384
2020/02/28/11:33:00.982346,0.7420864
2020/02/28/11:33:01.016604,0.7018528
2020/02/28/11:33:01.048984,0.7107936
2020/02/28/11:33:01.083251,0.7331456
2020/02/28/11:33:01.115860,0.7644384
2020/02/28/11:33:01.149992,0.7510272
2020/02/28/11:33:01.182523,0.737616
2020/02/28/11:33:01.215987,0.6973824
2020/02/28/11:33:01.249328,0.715264
2020/02/28/11:33:01.283023,0.7286752
2020/02/28/11:33:01.316967,0.7644384
2020/02/28/11:33:01.349272,0.7465568
2020/02/28/11:33:01.383308,0.7331456
2020/02/28/11:33:01.416156,0.715264
2020/02/28/11:33:01.450018,0.7331456
2020/02/28/11:33:01.483041,0.7420864
2020/02/28/11:33:01.516753,0.759968
2020/02/28/11:33:01.550078,0.7465568
2020/02/28/11:33:01.583362,0.737616
2020/02/28/11:33:01.616257,0.7286752
2020/02/28/11:33:01.649830,0.7465568
2020/02/28/11:33:01.682893,0.759968
2020/02/28/11:33:01.716649,0.759968
2020/02/28/11:33:01.750294,0.737616
2020/02/28/11:33:01.783547,0.737616
2020/02/28/11:33:01.817705,0.7554976
2020/02/28/11:33:01.851023,0.7957312
2020/02/28/11:33:01.883056,0.804672
2020/02/28/11:33:01.916717,0.7912608
2020/02/28/11:33:01.950110,0.7644384
2020/02/28/11:33:01.983737,0.759968
2020/02/28/11:33:02.016806,0.78232
2020/02/28/11:33:02.050542,0.8091424
2020/02/28/11:33:02.084068,0.8091424
2020/02/28/11:33:02.117105,0.7867904
2020/02/28/11:33:02.150507,0.7733792
2020/02/28/11:33:02.183248,0.7778496
2020/02/28/11:33:02.216993,0.8002016
2020/02/28/11:33:02.249836,0.8136128
2020/02/28/11:33:02.284026,0.8180832
2020/02/28/11:33:02.317554,0.804672
2020/02/28/11:33:02.350901,0.8091424
2020/02/28/11:33:02.384044,0.8180832
2020/02/28/11:33:02.417553,0.8314944
2020/02/28/11:33:02.450559,0.8359648
2020/02/28/11:33:02.484137,0.8314944
2020/02/28/11:33:02.517570,0.8359648
2020/02/28/11:33:02.550048,0.8404352
2020/02/28/11:33:02.584030,0.849376
2020/02/28/11:33:02.617423,0.849376
2020/02/28/11:33:02.650690,0.8538464
2020/02/28/11:33:02.683943,0.849376
2020/02/28/11:33:02.716813,0.8538464
2020/02/28/11:33:02.750115,0.8672576
2020/02/28/11:33:02.783411,0.8761984
2020/02/28/11:33:02.817401,0.8761984
2020/02/28/11:33:02.850988,0.871728
2020/02/28/11:33:02.883896,0.871728
2020/02/28/11:33:02.917270,0.8806688
2020/02/28/11:33:02.950113,0.89408
2020/02/28/11:33:02.983706,0.8985504
2020/02/28/11:33:03.017773,0.8985504
2020/02/28/11:33:03.050553,0.89408
2020/02/28/11:33:03.083407,0.9030208
2020/02/28/11:33:03.117298,0.9119616
2020/02/28/11:33:03.150061,0.9298432
2020/02/28/11:33:03.184420,0.9298432
2020/02/28/11:33:03.217658,0.9253728
2020/02/28/11:33:03.251098,0.9298432
2020/02/28/11:33:03.284202,0.938784
2020/02/28/11:33:03.316907,0.9477248
2020/02/28/11:33:03.350490,0.9432544
2020/02/28/11:33:03.383832,0.9432544
2020/02/28/11:33:03.417022,0.9566656
2020/02/28/11:33:03.450229,0.983488
2020/02/28/11:33:03.483427,0.9879584
2020/02/28/11:33:03.516985,0.9790176
2020/02/28/11:33:03.551033,0.961136
2020/02/28/11:33:03.584025,0.9566656
2020/02/28/11:33:03.617714,0.9700768
2020/02/28/11:33:03.650506,1.0013696
2020/02/28/11:33:03.684439,1.0103104
2020/02/28/11:33:03.717501,1.0147808
2020/02/28/11:33:03.750729,1.0013696
2020/02/28/11:33:03.783918,0.9968992
2020/02/28/11:33:03.817669,1.0147808
2020/02/28/11:33:03.850751,1.0237216
2020/02/28/11:33:03.884766,1.028192
2020/02/28/11:33:03.917952,1.0371328
2020/02/28/11:33:03.951277,1.0416032
2020/02/28/11:33:03.984208,1.0416032
2020/02/28/11:33:04.017738,1.0460736
2020/02/28/11:33:04.051708,1.0550144
2020/02/28/11:33:04.085142,1.0594848
2020/02/28/11:33:04.117938,1.0594848
2020/02/28/11:33:04.151165,1.0550144
2020/02/28/11:33:04.184582,1.0594848
2020/02/28/11:33:04.218776,1.072896
2020/02/28/11:33:04.251479,1.0863072
2020/02/28/11:33:04.285624,1.0773664
2020/02/28/11:33:04.318292,1.072896
2020/02/28/11:33:04.352067,1.0907776
2020/02/28/11:33:04.385915,1.0863072
2020/02/28/11:33:04.418787,1.0773664
2020/02/28/11:33:04.452180,1.0594848
2020/02/28/11:33:04.485857,1.050544
2020/02/28/11:33:04.518857,1.0594848
2020/02/28/11:33:04.551665,1.0594848
2020/02/28/11:33:04.585824,1.050544
2020/02/28/11:33:04.618653,1.0460736
2020/02/28/11:33:04.652278,1.0416032
2020/02/28/11:33:04.685527,1.0326624
2020/02/28/11:33:04.719484,1.0326624
2020/02/28/11:33:04.752560,1.028192
2020/02/28/11:33:04.786695,1.028192
2020/02/28/11:33:04.820606,1.0460736
2020/02/28/11:33:04.852978,1.1041888
2020/02/28/11:33:04.886521,1.1354816
2020/02/28/11:33:04.919636,1.1310112
2020/02/28/11:33:04.953251,1.1310112
2020/02/28/11:33:04.985986,1.1176
2020/02/28/11:33:05.019619,1.1131296
2020/02/28/11:33:05.052951,1.0997184
2020/02/28/11:33:05.086019,1.0997184
2020/02/28/11:33:05.119999,1.0863072
2020/02/28/11:33:05.153022,1.072896
2020/02/28/11:33:05.186437,1.0639552
2020/02/28/11:33:05.219453,1.0594848
2020/02/28/11:33:05.253283,1.050544
2020/02/28/11:33:05.285994,1.0416032
2020/02/28/11:33:05.319687,1.0460736
2020/02/28/11:33:05.352355,1.0326624
2020/02/28/11:33:05.386241,1.0684256
2020/02/28/11:33:05.419662,1.0907776
2020/02/28/11:33:05.453414,1.1220704
2020/02/28/11:33:05.486088,1.1265408
2020/02/28/11:33:05.519254,1.1220704
2020/02/28/11:33:05.553305,1.1131296
2020/02/28/11:33:05.586083,1.1041888
2020/02/28/11:33:05.619492,1.0997184
2020/02/28/11:33:05.652953,1.0863072
2020/02/28/11:33:05.686163,1.0818368
2020/02/28/11:33:05.719237,1.0818368
2020/02/28/11:33:05.752741,1.0863072
2020/02/28/11:33:05.786901,1.1086592
2020/02/28/11:33:05.819588,1.1220704
2020/02/28/11:33:05.852549,1.1310112
2020/02/28/11:33:05.886842,1.1176
2020/02/28/11:33:05.919793,1.1131296
2020/02/28/11:33:05.953093,1.1041888
2020/02/28/11:33:05.986505,1.095248
2020/02/28/11:33:06.020223,1.095248
2020/02/28/11:33:06.053565,1.0863072
2020/02/28/11:33:06.087468,1.095248
2020/02/28/11:33:06.120797,1.0997184
2020/02/28/11:33:06.153114,1.1265408
2020/02/28/11:33:06.186933,1.139952
2020/02/28/11:33:06.220774,1.1354816
2020/02/28/11:33:06.254096,1.1310112
2020/02/28/11:33:06.287061,1.1220704
2020/02/28/11:33:06.321288,1.1176
2020/02/28/11:33:06.354203,1.1041888
2020/02/28/11:33:06.387064,1.095248
2020/02/28/11:33:06.420006,1.0997184
2020/02/28/11:33:06.453796,1.095248
2020/02/28/11:33:06.487066,1.1086592
2020/02/28/11:33:06.520735,1.1176
2020/02/28/11:33:06.554074,1.1354816
2020/02/28/11:33:06.586942,1.1220704
2020/02/28/11:33:06.620717,1.1220704
2020/02/28/11:33:06.654673,1.1131296
2020/02/28/11:33:06.687338,1.1041888
2020/02/28/11:33:06.720965,1.1041888
2020/02/28/11:33:06.754043,1.095248
2020/02/28/11:33:06.786994,1.0997184
2020/02/28/11:33:06.821259,1.1041888
2020/02/28/11:33:06.854604,1.1131296
2020/02/28/11:33:06.887377,1.1176
2020/02/28/11:33:06.920754,1.1176
2020/02/28/11:33:06.954415,1.1220704
2020/02/28/11:33:06.987391,1.1131296
2020/02/28/11:33:07.021159,1.1041888
2020/02/28/11:33:07.053951,1.0997184
2020/02/28/11:33:07.087865,1.095248
2020/02/28/11:33:07.120852,1.0907776
2020/02/28/11:33:07.154883,1.095248
2020/02/28/11:33:07.187564,1.1086592
2020/02/28/11:33:07.221087,1.1041888
2020/02/28/11:33:07.255189,1.1041888
2020/02/28/11:33:07.287877,1.1131296
2020/02/28/11:33:07.321864,1.1176
2020/02/28/11:33:07.354333,1.1131296
2020/02/28/11:33:07.388185,1.1041888
2020/02/28/11:33:07.422198,1.1041888
2020/02/28/11:33:07.455130,1.0997184
2020/02/28/11:33:07.487867,1.0863072
2020/02/28/11:33:07.521923,1.0818368
2020/02/28/11:33:07.554690,1.0639552
2020/02/28/11:33:07.588920,1.0594848
2020/02/28/11:33:07.621521,1.0594848
2020/02/28/11:33:07.654953,1.0460736
2020/02/28/11:33:07.688941,1.0326624
2020/02/28/11:33:07.721879,1.0326624
2020/02/28/11:33:07.756586,1.0237216
2020/02/28/11:33:07.789852,1.0237216
2020/02/28/11:33:07.823194,1.0192512
2020/02/28/11:33:07.855512,1.0326624
2020/02/28/11:33:07.889354,1.0416032
2020/02/28/11:33:07.922072,1.0460736
2020/02/28/11:33:07.956043,1.0460736
2020/02/28/11:33:07.988875,1.0416032
2020/02/28/11:33:08.023172,1.028192
2020/02/28/11:33:08.055734,1.028192
2020/02/28/11:33:08.090012,1.0147808
2020/02/28/11:33:08.123631,1.0192512
2020/02/28/11:33:08.156288,1.0103104
2020/02/28/11:33:08.189819,1.0013696
2020/02/28/11:33:08.223832,1.00584
2020/02/28/11:33:08.256661,1.0013696
2020/02/28/11:33:08.290288,0.9968992
2020/02/28/11:33:08.324018,1.0013696
2020/02/28/11:33:08.356909,1.0013696
2020/02/28/11:33:08.390696,1.00584
2020/02/28/11:33:08.424244,1.00584
2020/02/28/11:33:08.457357,1.0013696
2020/02/28/11:33:08.490323,0.9924288
2020/02/28/11:33:08.524318,0.9924288
2020/02/28/11:33:08.556951,0.9879584
2020/02/28/11:33:08.590947,0.9879584
2020/02/28/11:33:08.623639,0.983488
2020/02/28/11:33:08.656985,0.983488
2020/02/28/11:33:08.690898,0.9879584
2020/02/28/11:33:08.724109,0.9924288
2020/02/28/11:33:08.757071,0.9968992
2020/02/28/11:33:08.791084,1.00584
2020/02/28/11:33:08.824749,1.0192512
2020/02/28/11:33:08.857522,1.0237216
2020/02/28/11:33:08.891298,1.0460736
2020/02/28/11:33:08.925080,1.0594848
2020/02/28/11:33:08.958370,1.0192512
2020/02/28/11:33:08.991063,0.89408
2020/02/28/11:33:09.024579,0.8583168
2020/02/28/11:33:09.057546,0.8761984
2020/02/28/11:33:09.091520,0.938784
2020/02/28/11:33:09.124999,0.9924288
2020/02/28/11:33:09.158096,1.028192
2020/02/28/11:33:09.190898,1.028192
2020/02/28/11:33:09.224575,0.9253728
2020/02/28/11:33:09.258519,0.8761984
