time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.Time,.UtcTime.year,.UtcTime.month,.UtcTime.day,.UtcTime.hour,.UtcTime.minute,.UtcTime.second,.UtcTime.millisecond,.Week,.GpsFix,.NumSats,.LLA.x,.LLA.y,.LLA.z,.NedVel.x,.NedVel.y,.NedVel.z,.NedAcc.x,.NedAcc.y,.NedAcc.z,.SpeedAcc,.TimeAcc
2020/02/28/11:32:47.576092,23993,1582911167,573915843,vectornav,495185.400262,20,2,28,17,32,47,400,2094,3,16,30.6724181,-96.3725244,89.458,0.0230000000447,0.00999999977648,-0.0130000002682,2.06507587433,2.47620487213,6.26063537598,0.131200000644,2.99999980413e-09
2020/02/28/11:32:47.594027,23994,1582911167,593910614,vectornav,495185.400262,20,2,28,17,32,47,400,2094,3,16,30.6724181,-96.3725244,89.458,0.0230000000447,0.00999999977648,-0.0130000002682,2.06507587433,2.47620487213,6.26063537598,0.131200000644,2.99999980413e-09
2020/02/28/11:32:47.615057,23995,1582911167,613870010,vectornav,495185.400262,20,2,28,17,32,47,400,2094,3,16,30.6724181,-96.3725244,89.458,0.0230000000447,0.00999999977648,-0.0130000002682,2.06507587433,2.47620487213,6.26063537598,0.131200000644,2.99999980413e-09
2020/02/28/11:32:47.633961,23996,1582911167,633891771,vectornav,495185.400262,20,2,28,17,32,47,400,2094,3,16,30.6724181,-96.3725244,89.458,0.0230000000447,0.00999999977648,-0.0130000002682,2.06507587433,2.47620487213,6.26063537598,0.131200000644,2.99999980413e-09
2020/02/28/11:32:47.654107,23997,1582911167,653916984,vectornav,495185.400262,20,2,28,17,32,47,400,2094,3,16,30.6724181,-96.3725244,89.458,0.0230000000447,0.00999999977648,-0.0130000002682,2.06507587433,2.47620487213,6.26063537598,0.131200000644,2.99999980413e-09
2020/02/28/11:32:47.673933,23998,1582911167,673840180,vectornav,495185.400262,20,2,28,17,32,47,400,2094,3,16,30.6724181,-96.3725244,89.458,0.0230000000447,0.00999999977648,-0.0130000002682,2.06507587433,2.47620487213,6.26063537598,0.131200000644,2.99999980413e-09
2020/02/28/11:32:47.693937,23999,1582911167,693845620,vectornav,495185.400262,20,2,28,17,32,47,400,2094,3,16,30.6724181,-96.3725244,89.458,0.0230000000447,0.00999999977648,-0.0130000002682,2.06507587433,2.47620487213,6.26063537598,0.131200000644,2.99999980413e-09
2020/02/28/11:32:47.714054,24000,1582911167,713892797,vectornav,495185.400262,20,2,28,17,32,47,400,2094,3,16,30.6724181,-96.3725244,89.458,0.0230000000447,0.00999999977648,-0.0130000002682,2.06507587433,2.47620487213,6.26063537598,0.131200000644,2.99999980413e-09
2020/02/28/11:32:47.733970,24001,1582911167,733879106,vectornav,495185.600261,20,2,28,17,32,47,600,2094,3,16,30.6724181,-96.3725242,89.42,0.0250000003725,-0.0340000018477,0.0659999996424,2.0773897171,2.47977852821,6.2857375145,0.216000005603,2.99999980413e-09
2020/02/28/11:32:47.753943,24002,1582911167,753831855,vectornav,495185.600261,20,2,28,17,32,47,600,2094,3,16,30.6724181,-96.3725242,89.42,0.0250000003725,-0.0340000018477,0.0659999996424,2.0773897171,2.47977852821,6.2857375145,0.216000005603,2.99999980413e-09
2020/02/28/11:32:47.773919,24003,1582911167,773791190,vectornav,495185.600261,20,2,28,17,32,47,600,2094,3,16,30.6724181,-96.3725242,89.42,0.0250000003725,-0.0340000018477,0.0659999996424,2.0773897171,2.47977852821,6.2857375145,0.216000005603,2.99999980413e-09
2020/02/28/11:32:47.793915,24004,1582911167,793821727,vectornav,495185.600261,20,2,28,17,32,47,600,2094,3,16,30.6724181,-96.3725242,89.42,0.0250000003725,-0.0340000018477,0.0659999996424,2.0773897171,2.47977852821,6.2857375145,0.216000005603,2.99999980413e-09
2020/02/28/11:32:47.813889,24005,1582911167,813795368,vectornav,495185.600261,20,2,28,17,32,47,600,2094,3,16,30.6724181,-96.3725242,89.42,0.0250000003725,-0.0340000018477,0.0659999996424,2.0773897171,2.47977852821,6.2857375145,0.216000005603,2.99999980413e-09
2020/02/28/11:32:47.833888,24006,1582911167,833820159,vectornav,495185.600261,20,2,28,17,32,47,600,2094,3,16,30.6724181,-96.3725242,89.42,0.0250000003725,-0.0340000018477,0.0659999996424,2.0773897171,2.47977852821,6.2857375145,0.216000005603,2.99999980413e-09
2020/02/28/11:32:47.853914,24007,1582911167,853797534,vectornav,495185.600261,20,2,28,17,32,47,600,2094,3,16,30.6724181,-96.3725242,89.42,0.0250000003725,-0.0340000018477,0.0659999996424,2.0773897171,2.47977852821,6.2857375145,0.216000005603,2.99999980413e-09
2020/02/28/11:32:47.873971,24008,1582911167,873810233,vectornav,495185.600261,20,2,28,17,32,47,600,2094,3,16,30.6724181,-96.3725242,89.42,0.0250000003725,-0.0340000018477,0.0659999996424,2.0773897171,2.47977852821,6.2857375145,0.216000005603,2.99999980413e-09
2020/02/28/11:32:47.893839,24009,1582911167,893766020,vectornav,495185.600261,20,2,28,17,32,47,600,2094,3,16,30.6724181,-96.3725242,89.42,0.0250000003725,-0.0340000018477,0.0659999996424,2.0773897171,2.47977852821,6.2857375145,0.216000005603,2.99999980413e-09
2020/02/28/11:32:47.913846,24010,1582911167,913749119,vectornav,495185.600261,20,2,28,17,32,47,600,2094,3,16,30.6724181,-96.3725242,89.42,0.0250000003725,-0.0340000018477,0.0659999996424,2.0773897171,2.47977852821,6.2857375145,0.216000005603,2.99999980413e-09
2020/02/28/11:32:47.933903,24011,1582911167,933767347,vectornav,495185.800261,20,2,28,17,32,47,800,2094,3,16,30.6724182,-96.3725242,89.37,0.00800000037998,-0.0299999993294,0.0149999996647,2.09015417099,2.48383808136,6.31116628647,0.193600013852,2.99999980413e-09
2020/02/28/11:32:47.953900,24012,1582911167,953753032,vectornav,495185.800261,20,2,28,17,32,47,800,2094,3,16,30.6724182,-96.3725242,89.37,0.00800000037998,-0.0299999993294,0.0149999996647,2.09015417099,2.48383808136,6.31116628647,0.193600013852,2.99999980413e-09
2020/02/28/11:32:47.973852,24013,1582911167,973761413,vectornav,495185.800261,20,2,28,17,32,47,800,2094,3,16,30.6724182,-96.3725242,89.37,0.00800000037998,-0.0299999993294,0.0149999996647,2.09015417099,2.48383808136,6.31116628647,0.193600013852,2.99999980413e-09
2020/02/28/11:32:47.993948,24014,1582911167,993779559,vectornav,495185.800261,20,2,28,17,32,47,800,2094,3,16,30.6724182,-96.3725242,89.37,0.00800000037998,-0.0299999993294,0.0149999996647,2.09015417099,2.48383808136,6.31116628647,0.193600013852,2.99999980413e-09
2020/02/28/11:32:48.013986,24015,1582911168,13829908,vectornav,495185.800261,20,2,28,17,32,47,800,2094,3,16,30.6724182,-96.3725242,89.37,0.00800000037998,-0.0299999993294,0.0149999996647,2.09015417099,2.48383808136,6.31116628647,0.193600013852,2.99999980413e-09
2020/02/28/11:32:48.033812,24016,1582911168,33742877,vectornav,495185.800261,20,2,28,17,32,47,800,2094,3,16,30.6724182,-96.3725242,89.37,0.00800000037998,-0.0299999993294,0.0149999996647,2.09015417099,2.48383808136,6.31116628647,0.193600013852,2.99999980413e-09
2020/02/28/11:32:48.053841,24017,1582911168,53727968,vectornav,495185.800261,20,2,28,17,32,47,800,2094,3,16,30.6724182,-96.3725242,89.37,0.00800000037998,-0.0299999993294,0.0149999996647,2.09015417099,2.48383808136,6.31116628647,0.193600013852,2.99999980413e-09
2020/02/28/11:32:48.073825,24018,1582911168,73718602,vectornav,495185.800261,20,2,28,17,32,47,800,2094,3,16,30.6724182,-96.3725242,89.37,0.00800000037998,-0.0299999993294,0.0149999996647,2.09015417099,2.48383808136,6.31116628647,0.193600013852,2.99999980413e-09
2020/02/28/11:32:48.093850,24019,1582911168,93729287,vectornav,495185.800261,20,2,28,17,32,47,800,2094,3,16,30.6724182,-96.3725242,89.37,0.00800000037998,-0.0299999993294,0.0149999996647,2.09015417099,2.48383808136,6.31116628647,0.193600013852,2.99999980413e-09
2020/02/28/11:32:48.113833,24020,1582911168,113733189,vectornav,495185.800261,20,2,28,17,32,47,800,2094,3,16,30.6724182,-96.3725242,89.37,0.00800000037998,-0.0299999993294,0.0149999996647,2.09015417099,2.48383808136,6.31116628647,0.193600013852,2.99999980413e-09
2020/02/28/11:32:48.133802,24021,1582911168,133701301,vectornav,495185.800261,20,2,28,17,32,47,800,2094,3,16,30.6724182,-96.3725242,89.37,0.00800000037998,-0.0299999993294,0.0149999996647,2.09015417099,2.48383808136,6.31116628647,0.193600013852,2.99999980413e-09
2020/02/28/11:32:48.153767,24022,1582911168,153672059,vectornav,495186.000261,20,2,28,17,32,48,0,2094,3,16,30.6724183,-96.372524,89.328,0.0280000008643,-0.00200000009499,0.082000002265,2.10271692276,2.48734068871,6.33838748932,0.218400001526,2.99999980413e-09
2020/02/28/11:32:48.173761,24023,1582911168,173672225,vectornav,495186.000261,20,2,28,17,32,48,0,2094,3,16,30.6724183,-96.372524,89.328,0.0280000008643,-0.00200000009499,0.082000002265,2.10271692276,2.48734068871,6.33838748932,0.218400001526,2.99999980413e-09
