time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.enabled,.override_active,.command_output_fault,.input_output_fault,.output_reported_fault,.pacmod_fault,.vehicle_fault,.manual_input,.command,.output
2019/02/01/15:55:51.652826,19831,1549058151,652520042,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:51.683657,19832,1549058151,682931711,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:51.724257,19833,1549058151,723145243,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:51.753927,19834,1549058151,753525184,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:51.785084,19835,1549058151,784064180,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:51.814778,19836,1549058151,814353295,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:51.854967,19837,1549058151,854522483,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:51.885471,19838,1549058151,884844362,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:51.915216,19839,1549058151,915037733,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:51.956171,19840,1549058151,955933897,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:51.988469,19841,1549058151,988175661,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.016690,19842,1549058152,16224287,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.057011,19843,1549058152,56548495,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.087586,19844,1549058152,86771844,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.117563,19845,1549058152,117101428,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.157855,19846,1549058152,157441957,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.188679,19847,1549058152,187786316,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.219004,19848,1549058152,218221319,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.249050,19849,1549058152,248628385,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.289411,19850,1549058152,288758629,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.319767,19851,1549058152,319209923,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.349726,19852,1549058152,349496645,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.390515,19853,1549058152,389884892,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.420840,19854,1549058152,420154895,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.452165,19855,1549058152,451848608,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.490949,19856,1549058152,490569300,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.521497,19857,1549058152,520882071,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.552102,19858,1549058152,551836397,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.591764,19859,1549058152,591304570,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.622063,19860,1549058152,621510122,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.652431,19861,1549058152,652055445,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.692625,19862,1549058152,692096493,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.722896,19863,1549058152,722431318,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.753422,19864,1549058152,752813576,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.793508,19865,1549058152,793033294,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.824265,19866,1549058152,823404130,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.854313,19867,1549058152,853676237,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.884415,19868,1549058152,883904622,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.924242,19869,1549058152,924048833,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.954859,19870,1549058152,954409208,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:52.985540,19871,1549058152,984847300,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:53.025422,19872,1549058153,25011440,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:53.055944,19873,1549058153,55336560,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:53.086023,19874,1549058153,85664111,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:53.126382,19875,1549058153,125836371,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:53.156588,19876,1549058153,156075491,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:53.186912,19877,1549058153,186544763,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:53.227048,19878,1549058153,226455750,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:53.257195,19879,1549058153,256837281,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:53.287846,19880,1549058153,287312576,pacmod,False,False,False,False,False,False,False,0.0,-0.09,-0.09
2019/02/01/15:55:53.318012,19881,1549058153,317684006,pacmod,False,False,False,False,False,False,False,-0.006,-7.097,-7.097
2019/02/01/15:55:53.358508,19882,1549058153,357994527,pacmod,False,False,False,False,False,False,False,-0.027,-10.409,-10.409
2019/02/01/15:55:53.388958,19883,1549058153,388383151,pacmod,False,False,False,False,False,False,False,-0.082,-10.994,-10.994
2019/02/01/15:55:53.418930,19884,1549058153,418613037,pacmod,False,False,False,False,False,False,False,-0.146,-10.994,-10.994
2019/02/01/15:55:53.459162,19885,1549058153,458771943,pacmod,False,False,False,False,False,False,False,-0.236,-10.994,-10.994
2019/02/01/15:55:53.489809,19886,1549058153,489109265,pacmod,False,False,False,False,False,False,False,-0.307,-10.994,-10.994
2019/02/01/15:55:53.520230,19887,1549058153,519924587,pacmod,False,False,False,False,False,False,False,-0.42,-10.994,-10.994
2019/02/01/15:55:53.560118,19888,1549058153,559629142,pacmod,False,False,False,False,False,False,False,-0.487,-10.994,-10.994
2019/02/01/15:55:53.590966,19889,1549058153,590150955,pacmod,False,False,False,False,False,False,False,-0.558,-10.994,-10.994
2019/02/01/15:55:53.620895,19890,1549058153,620460393,pacmod,False,False,False,False,False,False,False,-0.687,-1.001,-1.001
2019/02/01/15:55:53.661075,19891,1549058153,660624068,pacmod,False,False,False,False,False,False,False,-0.773,-1.001,-1.001
2019/02/01/15:55:53.691431,19892,1549058153,690915138,pacmod,False,False,False,False,False,False,False,-0.879,0.0,0.0
2019/02/01/15:55:53.722171,19893,1549058153,721995187,pacmod,False,False,False,False,False,False,False,-0.899,0.0,0.0
2019/02/01/15:55:53.752114,19894,1549058153,751560233,pacmod,False,False,False,False,False,False,False,-0.879,0.0,0.0
2019/02/01/15:55:53.792214,19895,1549058153,791781204,pacmod,False,False,False,False,False,False,False,-0.813,0.0,0.0
2019/02/01/15:55:53.823095,19896,1549058153,822807615,pacmod,False,False,False,False,False,False,False,-0.757,0.0,0.0
2019/02/01/15:55:53.852777,19897,1549058153,852451621,pacmod,False,False,False,False,False,False,False,-0.697,0.0,0.0
2019/02/01/15:55:53.892902,19898,1549058153,892682656,pacmod,False,False,False,False,False,False,False,-0.593,0.075,0.075
2019/02/01/15:55:53.924429,19899,1549058153,923765048,pacmod,False,False,False,False,False,False,False,-0.531,1.001,1.001
2019/02/01/15:55:53.954210,19900,1549058153,953560134,pacmod,False,False,False,False,False,False,False,-0.447,7.098,7.098
2019/02/01/15:55:53.993796,19901,1549058153,993557561,pacmod,False,False,False,False,False,False,False,-0.361,10.994,10.994
2019/02/01/15:55:54.025037,19902,1549058154,24233487,pacmod,False,False,False,False,False,False,False,-0.295,10.994,10.994
2019/02/01/15:55:54.054659,19903,1549058154,54515471,pacmod,False,False,False,False,False,False,False,-0.203,10.994,10.994
2019/02/01/15:55:54.094600,19904,1549058154,94277250,pacmod,False,False,False,False,False,False,False,-0.134,10.994,10.994
2019/02/01/15:55:54.125089,19905,1549058154,124644697,pacmod,False,False,False,False,False,False,False,-0.041,10.994,10.994
2019/02/01/15:55:54.155573,19906,1549058154,155287950,pacmod,False,False,False,False,False,False,False,0.051,10.994,10.994
2019/02/01/15:55:54.195678,19907,1549058154,195196434,pacmod,False,False,False,False,False,False,False,0.123,9.288,9.288
2019/02/01/15:55:54.226339,19908,1549058154,225639957,pacmod,False,False,False,False,False,False,False,0.195,5.438,5.438
2019/02/01/15:55:54.256358,19909,1549058154,256100407,pacmod,False,False,False,False,False,False,False,0.293,0.0,0.0
2019/02/01/15:55:54.296447,19910,1549058154,296177544,pacmod,False,False,False,False,False,False,False,0.394,0.0,0.0
2019/02/01/15:55:54.327383,19911,1549058154,326562328,pacmod,False,False,False,False,False,False,False,0.417,0.0,0.0
2019/02/01/15:55:54.357385,19912,1549058154,356921508,pacmod,False,False,False,False,False,False,False,0.393,0.0,0.0
2019/02/01/15:55:54.387902,19913,1549058154,387766221,pacmod,False,False,False,False,False,False,False,0.341,0.0,0.0
2019/02/01/15:55:54.427887,19914,1549058154,427495705,pacmod,False,False,False,False,False,False,False,0.298,0.0,0.0
2019/02/01/15:55:54.458357,19915,1549058154,457833976,pacmod,False,False,False,False,False,False,False,0.224,0.0,0.0
2019/02/01/15:55:54.488648,19916,1549058154,488389708,pacmod,False,False,False,False,False,False,False,0.155,0.0,0.0
2019/02/01/15:55:54.528769,19917,1549058154,528391584,pacmod,False,False,False,False,False,False,False,0.11,0.0,0.0
2019/02/01/15:55:54.559304,19918,1549058154,558852590,pacmod,False,False,False,False,False,False,False,0.067,0.0,0.0
2019/02/01/15:55:54.589758,19919,1549058154,589206376,pacmod,False,False,False,False,False,False,False,0.045,0.0,0.0
2019/02/01/15:55:54.629595,19920,1549058154,629370188,pacmod,False,False,False,False,False,False,False,0.028,0.0,0.0
2019/02/01/15:55:54.660533,19921,1549058154,659694109,pacmod,False,False,False,False,False,False,False,0.018,0.0,0.0
2019/02/01/15:55:54.690545,19922,1549058154,689984507,pacmod,False,False,False,False,False,False,False,0.014,0.0,0.0
2019/02/01/15:55:54.730222,19923,1549058154,730059220,pacmod,False,False,False,False,False,False,False,0.01,1.713,1.713
2019/02/01/15:55:54.761221,19924,1549058154,760513295,pacmod,False,False,False,False,False,False,False,0.022,5.438,5.438
2019/02/01/15:55:54.791822,19925,1549058154,791154350,pacmod,False,False,False,False,False,False,False,0.047,10.576,10.576
2019/02/01/15:55:54.821930,19926,1549058154,821537475,pacmod,False,False,False,False,False,False,False,0.098,10.994,10.994
2019/02/01/15:55:54.862036,19927,1549058154,861649632,pacmod,False,False,False,False,False,False,False,0.166,10.994,10.994
2019/02/01/15:55:54.892670,19928,1549058154,892076491,pacmod,False,False,False,False,False,False,False,0.225,10.994,10.994
2019/02/01/15:55:54.923437,19929,1549058154,922473085,pacmod,False,False,False,False,False,False,False,0.312,10.994,10.994
2019/02/01/15:55:54.962973,19930,1549058154,962589389,pacmod,False,False,False,False,False,False,False,0.407,10.994,10.994
2019/02/01/15:55:54.993384,19931,1549058154,992858680,pacmod,False,False,False,False,False,False,False,0.482,10.994,10.994
2019/02/01/15:55:55.023907,19932,1549058155,23221864,pacmod,False,False,False,False,False,False,False,0.584,10.994,10.994
2019/02/01/15:55:55.064064,19933,1549058155,63515145,pacmod,False,False,False,False,False,False,False,0.663,10.994,10.994
2019/02/01/15:55:55.094807,19934,1549058155,94483379,pacmod,False,False,False,False,False,False,False,0.772,3.039,3.039
2019/02/01/15:55:55.124974,19935,1549058155,124179862,pacmod,False,False,False,False,False,False,False,0.854,3.039,3.039
2019/02/01/15:55:55.164789,19936,1549058155,164284197,pacmod,False,False,False,False,False,False,False,0.965,0.0,0.0
2019/02/01/15:55:55.195187,19937,1549058155,194585309,pacmod,False,False,False,False,False,False,False,1.009,0.0,0.0
2019/02/01/15:55:55.225264,19938,1549058155,224885447,pacmod,False,False,False,False,False,False,False,0.973,0.0,0.0
2019/02/01/15:55:55.255706,19939,1549058155,255303719,pacmod,False,False,False,False,False,False,False,0.931,0.0,0.0
2019/02/01/15:55:55.296037,19940,1549058155,295417144,pacmod,False,False,False,False,False,False,False,0.876,0.0,0.0
2019/02/01/15:55:55.326586,19941,1549058155,325859737,pacmod,False,False,False,False,False,False,False,0.769,0.0,0.0
2019/02/01/15:55:55.356990,19942,1549058155,356739245,pacmod,False,False,False,False,False,False,False,0.7,0.0,0.0
2019/02/01/15:55:55.396757,19943,1549058155,396298941,pacmod,False,False,False,False,False,False,False,0.631,0.0,0.0
2019/02/01/15:55:55.427487,19944,1549058155,426625930,pacmod,False,False,False,False,False,False,False,0.513,0.0,0.0
2019/02/01/15:55:55.457389,19945,1549058155,457024546,pacmod,False,False,False,False,False,False,False,0.444,0.0,0.0
2019/02/01/15:55:55.497779,19946,1549058155,497276799,pacmod,False,False,False,False,False,False,False,0.351,0.0,0.0
2019/02/01/15:55:55.528171,19947,1549058155,527575411,pacmod,False,False,False,False,False,False,False,0.28,0.0,0.0
2019/02/01/15:55:55.558990,19948,1549058155,558211713,pacmod,False,False,False,False,False,False,False,0.207,0.0,0.0
2019/02/01/15:55:55.588798,19949,1549058155,588495617,pacmod,False,False,False,False,False,False,False,0.121,0.0,0.0
2019/02/01/15:55:55.629944,19950,1549058155,628691774,pacmod,False,False,False,False,False,False,False,0.057,0.0,0.0
2019/02/01/15:55:55.659526,19951,1549058155,659130381,pacmod,False,False,False,False,False,False,False,0.02,0.0,0.0
2019/02/01/15:55:55.689887,19952,1549058155,689405839,pacmod,False,False,False,False,False,False,False,0.006,0.0,0.0
2019/02/01/15:55:55.729839,19953,1549058155,729650925,pacmod,False,False,False,False,False,False,False,0.003,0.0,0.0
2019/02/01/15:55:55.760563,19954,1549058155,760066728,pacmod,False,False,False,False,False,False,False,0.002,0.0,0.0
2019/02/01/15:55:55.790792,19955,1549058155,790418095,pacmod,False,False,False,False,False,False,False,0.001,0.0,0.0
2019/02/01/15:55:55.831058,19956,1549058155,830509108,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:55.861475,19957,1549058155,860876805,pacmod,False,False,False,False,False,False,False,0.0,0.0,0.0
2019/02/01/15:55:55.891747,19958,1549058155,891167035,pacmod,False,False,False,False,False,False,False,-0.003,0.0,0.0
2019/02/01/15:55:55.931972,19959,1549058155,931458248,pacmod,False,False,False,False,False,False,False,-0.006,0.0,0.0
2019/02/01/15:55:55.962249,19960,1549058155,961776467,pacmod,False,False,False,False,False,False,False,-0.007,0.0,0.0
2019/02/01/15:55:55.992760,19961,1549058155,992304395,pacmod,False,False,False,False,False,False,False,-0.007,0.0,0.0
2019/02/01/15:55:56.033025,19962,1549058156,32419495,pacmod,False,False,False,False,False,False,False,-0.007,0.145,0.145
2019/02/01/15:55:56.063270,19963,1549058156,62627089,pacmod,False,False,False,False,False,False,False,0.002,1.106,1.106
2019/02/01/15:55:56.093489,19964,1549058156,93036879,pacmod,False,False,False,False,False,False,False,0.017,1.919,1.919
2019/02/01/15:55:56.133480,19965,1549058156,133202246,pacmod,False,False,False,False,False,False,False,0.059,2.865,2.865
2019/02/01/15:55:56.164604,19966,1549058156,163754982,pacmod,False,False,False,False,False,False,False,0.124,2.865,2.865
2019/02/01/15:55:56.194407,19967,1549058156,194011382,pacmod,False,False,False,False,False,False,False,0.183,3.039,3.039
2019/02/01/15:55:56.234772,19968,1549058156,234211285,pacmod,False,False,False,False,False,False,False,0.245,3.13,3.13
2019/02/01/15:55:56.264972,19969,1549058156,264498181,pacmod,False,False,False,False,False,False,False,0.332,3.313,3.313
2019/02/01/15:55:56.295653,19970,1549058156,295064422,pacmod,False,False,False,False,False,False,False,0.422,3.503,3.503
2019/02/01/15:55:56.325500,19971,1549058156,325144390,pacmod,False,False,False,False,False,False,False,0.49,3.503,3.503
2019/02/01/15:55:56.365700,19972,1549058156,365428491,pacmod,False,False,False,False,False,False,False,0.58,3.503,3.503
2019/02/01/15:55:56.396626,19973,1549058156,396385875,pacmod,False,False,False,False,False,False,False,0.672,3.503,3.503
2019/02/01/15:55:56.426544,19974,1549058156,426127566,pacmod,False,False,False,False,False,False,False,0.744,3.503,3.503
2019/02/01/15:55:56.466715,19975,1549058156,466248314,pacmod,False,False,False,False,False,False,False,0.843,3.503,3.503
2019/02/01/15:55:56.497153,19976,1549058156,496786440,pacmod,False,False,False,False,False,False,False,0.946,3.13,3.13
2019/02/01/15:55:56.527574,19977,1549058156,527162723,pacmod,False,False,False,False,False,False,False,1.049,3.039,3.039
2019/02/01/15:55:56.567659,19978,1549058156,567381312,pacmod,False,False,False,False,False,False,False,1.126,3.039,3.039
2019/02/01/15:55:56.598551,19979,1549058156,597698544,pacmod,False,False,False,False,False,False,False,1.23,3.039,3.039
2019/02/01/15:55:56.628798,19980,1549058156,628599070,pacmod,False,False,False,False,False,False,False,1.333,3.039,3.039
2019/02/01/15:55:56.659538,19981,1549058156,659318181,pacmod,False,False,False,False,False,False,False,1.408,3.039,3.039
2019/02/01/15:55:56.699162,19982,1549058156,698604820,pacmod,False,False,False,False,False,False,False,1.508,3.039,3.039
2019/02/01/15:55:56.730400,19983,1549058156,730013927,pacmod,False,False,False,False,False,False,False,1.606,3.039,3.039
2019/02/01/15:55:56.759501,19984,1549058156,759293259,pacmod,False,False,False,False,False,False,False,1.68,2.063,2.063
2019/02/01/15:55:56.799778,19985,1549058156,799474355,pacmod,False,False,False,False,False,False,False,1.753,2.063,2.063
2019/02/01/15:55:56.830592,19986,1549058156,830394412,pacmod,False,False,False,False,False,False,False,1.847,0.633,0.633
2019/02/01/15:55:56.860457,19987,1549058156,860110952,pacmod,False,False,False,False,False,False,False,1.869,0.061,0.061
2019/02/01/15:55:56.900901,19988,1549058156,900331456,pacmod,False,False,False,False,False,False,False,1.847,0.0,0.0
2019/02/01/15:55:56.931309,19989,1549058156,930691217,pacmod,False,False,False,False,False,False,False,1.801,0.0,0.0
2019/02/01/15:55:56.971450,19990,1549058156,970868916,pacmod,False,False,False,False,False,False,False,1.748,0.0,0.0
2019/02/01/15:55:57.002020,19991,1549058157,1098407,pacmod,False,False,False,False,False,False,False,1.638,0.0,0.0
2019/02/01/15:55:57.032198,19992,1549058157,31571829,pacmod,False,False,False,False,False,False,False,1.567,0.0,0.0
2019/02/01/15:55:57.062318,19993,1549058157,61844076,pacmod,False,False,False,False,False,False,False,1.469,-0.09,-0.09
2019/02/01/15:55:57.102754,19994,1549058157,102096805,pacmod,False,False,False,False,False,False,False,1.371,-0.126,-0.126
2019/02/01/15:55:57.132989,19995,1549058157,132526341,pacmod,False,False,False,False,False,False,False,1.298,-0.061,-0.061
2019/02/01/15:55:57.163265,19996,1549058157,162763438,pacmod,False,False,False,False,False,False,False,1.204,0.0,0.0
2019/02/01/15:55:57.203472,19997,1549058157,202940623,pacmod,False,False,False,False,False,False,False,1.114,0.0,0.0
2019/02/01/15:55:57.234349,19998,1549058157,233338982,pacmod,False,False,False,False,False,False,False,1.048,0.0,0.0
2019/02/01/15:55:57.264525,19999,1549058157,263975088,pacmod,False,False,False,False,False,False,False,0.959,0.0,0.0
2019/02/01/15:55:57.304584,20000,1549058157,303855553,pacmod,False,False,False,False,False,False,False,0.89,0.0,0.0
2019/02/01/15:55:57.334649,20001,1549058157,334251330,pacmod,False,False,False,False,False,False,False,0.795,0.0,0.0
2019/02/01/15:55:57.364853,20002,1549058157,364426407,pacmod,False,False,False,False,False,False,False,0.724,0.0,0.0
2019/02/01/15:55:57.404886,20003,1549058157,404563282,pacmod,False,False,False,False,False,False,False,0.628,0.0,0.0
2019/02/01/15:55:57.435264,20004,1549058157,434788200,pacmod,False,False,False,False,False,False,False,0.538,0.0,0.0
2019/02/01/15:55:57.465646,20005,1549058157,465135649,pacmod,False,False,False,False,False,False,False,0.451,0.0,0.0
2019/02/01/15:55:57.496140,20006,1549058157,495517621,pacmod,False,False,False,False,False,False,False,0.388,0.0,0.0
2019/02/01/15:55:57.536365,20007,1549058157,535950231,pacmod,False,False,False,False,False,False,False,0.326,0.0,0.0
2019/02/01/15:55:57.566853,20008,1549058157,566257148,pacmod,False,False,False,False,False,False,False,0.244,0.0,0.0
2019/02/01/15:55:57.596905,20009,1549058157,596467945,pacmod,False,False,False,False,False,False,False,0.164,0.0,0.0
2019/02/01/15:55:57.636955,20010,1549058157,636698780,pacmod,False,False,False,False,False,False,False,0.096,0.0,0.0
2019/02/01/15:55:57.667593,20011,1549058157,667153888,pacmod,False,False,False,False,False,False,False,0.06,0.0,0.0
2019/02/01/15:55:57.698550,20012,1549058157,698296987,pacmod,False,False,False,False,False,False,False,0.031,0.0,0.0
2019/02/01/15:55:57.738042,20013,1549058157,737759699,pacmod,False,False,False,False,False,False,False,0.018,0.0,0.0
2019/02/01/15:55:57.768505,20014,1549058157,768035468,pacmod,False,False,False,False,False,False,False,0.014,0.0,0.0
2019/02/01/15:55:57.799112,20015,1549058157,798472457,pacmod,False,False,False,False,False,False,False,0.01,0.0,0.0
2019/02/01/15:55:57.839163,20016,1549058157,838611324,pacmod,False,False,False,False,False,False,False,0.006,0.0,0.0
2019/02/01/15:55:57.869347,20017,1549058157,868895226,pacmod,False,False,False,False,False,False,False,0.002,0.0,0.0
2019/02/01/15:55:57.899860,20018,1549058157,899408919,pacmod,False,False,False,False,False,False,False,-0.001,0.0,0.0
2019/02/01/15:55:57.930186,20019,1549058157,929765203,pacmod,False,False,False,False,False,False,False,-0.004,0.0,0.0
2019/02/01/15:55:57.970385,20020,1549058157,969877306,pacmod,False,False,False,False,False,False,False,-0.008,0.0,0.0
2019/02/01/15:55:58.001102,20021,1549058158,226218,pacmod,False,False,False,False,False,False,False,-0.009,0.0,0.0
2019/02/01/15:55:58.031024,20022,1549058158,30519016,pacmod,False,False,False,False,False,False,False,-0.01,0.0,0.0
2019/02/01/15:55:58.071163,20023,1549058158,70753578,pacmod,False,False,False,False,False,False,False,-0.01,0.0,0.0
2019/02/01/15:55:58.101817,20024,1549058158,101290903,pacmod,False,False,False,False,False,False,False,-0.01,0.0,0.0
2019/02/01/15:55:58.132305,20025,1549058158,131885696,pacmod,False,False,False,False,False,False,False,-0.01,0.0,0.0
2019/02/01/15:55:58.172356,20026,1549058158,171799160,pacmod,False,False,False,False,False,False,False,-0.01,0.211,0.211
2019/02/01/15:55:58.202851,20027,1549058158,202265528,pacmod,False,False,False,False,False,False,False,0.004,10.409,10.409
2019/02/01/15:55:58.233174,20028,1549058158,232654182,pacmod,False,False,False,False,False,False,False,0.023,10.994,10.994
