time,.data
2020/02/28/11:11:06.139735,1.2561824
2020/02/28/11:11:06.173554,1.274064
2020/02/28/11:11:06.206904,1.274064
2020/02/28/11:11:06.240513,1.2874752
2020/02/28/11:11:06.272958,1.3053568
2020/02/28/11:11:06.306969,1.318768
2020/02/28/11:11:06.339759,1.3142976
2020/02/28/11:11:06.373471,1.3098272
2020/02/28/11:11:06.407332,1.318768
2020/02/28/11:11:06.440609,1.318768
2020/02/28/11:11:06.473114,1.3366496
2020/02/28/11:11:06.506525,1.3455904
2020/02/28/11:11:06.540631,1.3545312
2020/02/28/11:11:06.573652,1.3679424
2020/02/28/11:11:06.606892,1.3902944
2020/02/28/11:11:06.640153,1.3813536
2020/02/28/11:11:06.673305,1.3590016
2020/02/28/11:11:06.707294,1.3455904
2020/02/28/11:11:06.740586,1.3590016
2020/02/28/11:11:06.774288,1.4215872
2020/02/28/11:11:06.806576,1.430528
2020/02/28/11:11:06.840507,1.430528
2020/02/28/11:11:06.873580,1.3992352
2020/02/28/11:11:06.906779,1.3902944
2020/02/28/11:11:06.940689,1.430528
2020/02/28/11:11:06.973961,1.4573504
2020/02/28/11:11:07.006993,1.4484096
2020/02/28/11:11:07.040111,1.430528
2020/02/28/11:11:07.073889,1.4260576
2020/02/28/11:11:07.106893,1.4573504
2020/02/28/11:11:07.140573,1.4797024
2020/02/28/11:11:07.173273,1.4841728
2020/02/28/11:11:07.207413,1.4662912
2020/02/28/11:11:07.241216,1.4662912
2020/02/28/11:11:07.274646,1.4662912
2020/02/28/11:11:07.307960,1.5109952
2020/02/28/11:11:07.340657,1.5109952
2020/02/28/11:11:07.374536,1.5065248
2020/02/28/11:11:07.408073,1.4931136
2020/02/28/11:11:07.440502,1.497584
2020/02/28/11:11:07.474024,1.5244064
2020/02/28/11:11:07.507302,1.5378176
2020/02/28/11:11:07.541355,1.5333472
2020/02/28/11:11:07.574466,1.5244064
2020/02/28/11:11:07.607341,1.5244064
2020/02/28/11:11:07.641150,1.5244064
2020/02/28/11:11:07.674448,1.5467584
2020/02/28/11:11:07.707402,1.5691104
2020/02/28/11:11:07.741608,1.56464
2020/02/28/11:11:07.774779,1.56464
2020/02/28/11:11:07.808419,1.5691104
2020/02/28/11:11:07.841664,1.5691104
2020/02/28/11:11:07.874947,1.5556992
2020/02/28/11:11:07.908134,1.5512288
2020/02/28/11:11:07.941868,1.5467584
2020/02/28/11:11:07.975197,1.586992
2020/02/28/11:11:08.008155,1.6182848
2020/02/28/11:11:08.041867,1.6182848
2020/02/28/11:11:08.074321,1.586992
2020/02/28/11:11:08.108542,1.5556992
2020/02/28/11:11:08.141226,1.5735808
2020/02/28/11:11:08.174822,1.5914624
2020/02/28/11:11:08.207961,1.6182848
2020/02/28/11:11:08.241781,1.6182848
2020/02/28/11:11:08.274379,1.586992
2020/02/28/11:11:08.308317,1.5959328
2020/02/28/11:11:08.341182,1.6048736
2020/02/28/11:11:08.374821,1.6004032
2020/02/28/11:11:08.407794,1.56464
2020/02/28/11:11:08.441399,1.5556992
2020/02/28/11:11:08.475387,1.5556992
2020/02/28/11:11:08.508079,1.56464
2020/02/28/11:11:08.541851,1.5735808
2020/02/28/11:11:08.575680,1.5691104
2020/02/28/11:11:08.608432,1.5601696
2020/02/28/11:11:08.642066,1.5601696
2020/02/28/11:11:08.675014,1.5512288
2020/02/28/11:11:08.709014,1.5333472
2020/02/28/11:11:08.742089,1.5244064
2020/02/28/11:11:08.776186,1.5154656
2020/02/28/11:11:08.809938,1.5065248
2020/02/28/11:11:08.842129,1.497584
2020/02/28/11:11:08.875752,1.4841728
2020/02/28/11:11:08.909036,1.5154656
2020/02/28/11:11:08.941637,1.5512288
2020/02/28/11:11:08.975294,1.5825216
2020/02/28/11:11:09.009041,1.5780512
2020/02/28/11:11:09.042912,1.5691104
2020/02/28/11:11:09.075431,1.5556992
2020/02/28/11:11:09.108971,1.5378176
2020/02/28/11:11:09.141829,1.5333472
2020/02/28/11:11:09.175663,1.5244064
2020/02/28/11:11:09.208482,1.5020544
2020/02/28/11:11:09.242013,1.4931136
2020/02/28/11:11:09.275334,1.4797024
2020/02/28/11:11:09.308551,1.4618208
2020/02/28/11:11:09.342475,1.4573504
2020/02/28/11:11:09.375224,1.4484096
2020/02/28/11:11:09.408967,1.430528
2020/02/28/11:11:09.442732,1.4394688
2020/02/28/11:11:09.475617,1.4573504
2020/02/28/11:11:09.509536,1.4931136
2020/02/28/11:11:09.542125,1.4931136
2020/02/28/11:11:09.575989,1.4841728
2020/02/28/11:11:09.609008,1.475232
2020/02/28/11:11:09.642110,1.475232
2020/02/28/11:11:09.675741,1.4484096
2020/02/28/11:11:09.708975,1.4349984
2020/02/28/11:11:09.742556,1.430528
2020/02/28/11:11:09.775462,1.4171168
2020/02/28/11:11:09.808936,1.3947648
2020/02/28/11:11:09.842488,1.3947648
2020/02/28/11:11:09.875828,1.3902944
2020/02/28/11:11:09.909860,1.3768832
2020/02/28/11:11:09.942501,1.3813536
2020/02/28/11:11:09.976186,1.3947648
2020/02/28/11:11:10.009069,1.4171168
2020/02/28/11:11:10.043033,1.4171168
2020/02/28/11:11:10.075745,1.408176
2020/02/28/11:11:10.109386,1.3902944
2020/02/28/11:11:10.142494,1.3813536
2020/02/28/11:11:10.176749,1.3768832
2020/02/28/11:11:10.210017,1.3590016
2020/02/28/11:11:10.243465,1.3500608
2020/02/28/11:11:10.277598,1.3232384
2020/02/28/11:11:10.311001,1.2919456
2020/02/28/11:11:10.343201,1.274064
2020/02/28/11:11:10.375851,1.274064
2020/02/28/11:11:10.410165,1.3277088
2020/02/28/11:11:10.443031,1.3366496
2020/02/28/11:11:10.475797,1.318768
2020/02/28/11:11:10.509998,1.2651232
2020/02/28/11:11:10.543335,1.22936
2020/02/28/11:11:10.576086,1.2025376
2020/02/28/11:11:10.610325,1.2338304
2020/02/28/11:11:10.642853,1.2606528
2020/02/28/11:11:10.677053,1.2606528
2020/02/28/11:11:10.710006,1.1980672
2020/02/28/11:11:10.743254,1.1667744
2020/02/28/11:11:10.777159,1.1354816
2020/02/28/11:11:10.810191,1.1533632
2020/02/28/11:11:10.843985,1.162304
2020/02/28/11:11:10.877032,1.1533632
2020/02/28/11:11:10.910529,1.0997184
2020/02/28/11:11:10.943527,1.072896
2020/02/28/11:11:10.976497,1.0460736
2020/02/28/11:11:11.010059,1.0684256
2020/02/28/11:11:11.043631,1.072896
2020/02/28/11:11:11.077402,1.0639552
2020/02/28/11:11:11.110322,1.0103104
2020/02/28/11:11:11.143662,0.9924288
2020/02/28/11:11:11.177345,0.9879584
2020/02/28/11:11:11.209969,0.9924288
2020/02/28/11:11:11.243474,0.983488
2020/02/28/11:11:11.277263,0.9656064
2020/02/28/11:11:11.310628,0.9298432
2020/02/28/11:11:11.344628,0.9209024
2020/02/28/11:11:11.377338,0.916432
2020/02/28/11:11:11.411590,0.9119616
2020/02/28/11:11:11.443847,0.9074912
2020/02/28/11:11:11.477589,0.8806688
2020/02/28/11:11:11.511179,0.8538464
2020/02/28/11:11:11.544342,0.8449056
2020/02/28/11:11:11.577636,0.8449056
2020/02/28/11:11:11.611557,0.827024
2020/02/28/11:11:11.643883,0.8136128
2020/02/28/11:11:11.677632,0.7912608
2020/02/28/11:11:11.711509,0.7733792
2020/02/28/11:11:11.745020,0.7689088
2020/02/28/11:11:11.778826,0.759968
2020/02/28/11:11:11.810865,0.7420864
2020/02/28/11:11:11.844093,0.7286752
2020/02/28/11:11:11.877254,0.7063232
2020/02/28/11:11:11.911375,0.6973824
2020/02/28/11:11:11.944511,0.692912
2020/02/28/11:11:11.978149,0.6795008
2020/02/28/11:11:12.011034,0.6526784
2020/02/28/11:11:12.044351,0.6437376
2020/02/28/11:11:12.078415,0.6213856
2020/02/28/11:11:12.111927,0.6079744
2020/02/28/11:11:12.145733,0.5990336
2020/02/28/11:11:12.178091,0.5900928
2020/02/28/11:11:12.211430,0.5677408
2020/02/28/11:11:12.244773,0.5498592
2020/02/28/11:11:12.277967,0.5409184
2020/02/28/11:11:12.312009,0.536448
2020/02/28/11:11:12.345452,0.5498592
2020/02/28/11:11:12.377987,0.5900928
2020/02/28/11:11:12.412071,0.5990336
2020/02/28/11:11:12.445555,0.5722112
2020/02/28/11:11:12.478415,0.5588
2020/02/28/11:11:12.511802,0.5453888
2020/02/28/11:11:12.545040,0.5319776
2020/02/28/11:11:12.578812,0.5275072
2020/02/28/11:11:12.611586,0.5096256
2020/02/28/11:11:12.645558,0.5006848
2020/02/28/11:11:12.678750,0.491744
2020/02/28/11:11:12.711531,0.4828032
2020/02/28/11:11:12.745248,0.4828032
2020/02/28/11:11:12.779058,0.4738624
2020/02/28/11:11:12.812245,0.491744
2020/02/28/11:11:12.845052,0.5006848
2020/02/28/11:11:12.878762,0.514096
2020/02/28/11:11:12.911938,0.514096
2020/02/28/11:11:12.944734,0.4783328
2020/02/28/11:11:12.979030,0.4604512
2020/02/28/11:11:13.011872,0.4649216
2020/02/28/11:11:13.045723,0.5051552
2020/02/28/11:11:13.078863,0.5230368
2020/02/28/11:11:13.112105,0.5185664
2020/02/28/11:11:13.145447,0.491744
2020/02/28/11:11:13.178895,0.4828032
2020/02/28/11:11:13.212815,0.5051552
2020/02/28/11:11:13.246565,0.536448
2020/02/28/11:11:13.280388,0.5453888
2020/02/28/11:11:13.312776,0.5409184
2020/02/28/11:11:13.346571,0.5409184
2020/02/28/11:11:13.379871,0.5453888
2020/02/28/11:11:13.413063,0.5632704
2020/02/28/11:11:13.445782,0.581152
2020/02/28/11:11:13.479378,0.5856224
2020/02/28/11:11:13.512526,0.5945632
2020/02/28/11:11:13.546345,0.603504
2020/02/28/11:11:13.580052,0.6079744
2020/02/28/11:11:13.613027,0.6303264
2020/02/28/11:11:13.646713,0.6526784
2020/02/28/11:11:13.680139,0.6571488
2020/02/28/11:11:13.713303,0.67056
2020/02/28/11:11:13.746504,0.6839712
2020/02/28/11:11:13.779666,0.692912
2020/02/28/11:11:13.812746,0.7107936
2020/02/28/11:11:13.845811,0.7286752
2020/02/28/11:11:13.879605,0.7331456
2020/02/28/11:11:13.912448,0.7554976
2020/02/28/11:11:13.946498,0.7733792
2020/02/28/11:11:13.979555,0.7778496
2020/02/28/11:11:14.013419,0.7867904
2020/02/28/11:11:14.046080,0.804672
2020/02/28/11:11:14.079495,0.8136128
2020/02/28/11:11:14.112481,0.8359648
2020/02/28/11:11:14.146639,0.8627872
2020/02/28/11:11:14.179236,0.871728
2020/02/28/11:11:14.213042,0.8806688
2020/02/28/11:11:14.245797,0.9030208
2020/02/28/11:11:14.279658,0.9074912
2020/02/28/11:11:14.312574,0.9298432
2020/02/28/11:11:14.346533,0.9566656
2020/02/28/11:11:14.379791,0.9566656
2020/02/28/11:11:14.413280,0.9790176
2020/02/28/11:11:14.446274,0.9879584
2020/02/28/11:11:14.479139,0.9879584
2020/02/28/11:11:14.513149,0.9924288
2020/02/28/11:11:14.546366,1.0192512
2020/02/28/11:11:14.579588,1.0416032
2020/02/28/11:11:14.612753,1.0684256
2020/02/28/11:11:14.646836,1.0639552
2020/02/28/11:11:14.679897,1.072896
2020/02/28/11:11:14.713623,1.0863072
2020/02/28/11:11:14.746762,1.1265408
2020/02/28/11:11:14.779326,1.139952
2020/02/28/11:11:14.813255,1.1533632
2020/02/28/11:11:14.846373,1.1578336
2020/02/28/11:11:14.879382,1.1578336
2020/02/28/11:11:14.913218,1.1667744
2020/02/28/11:11:14.945965,1.184656
2020/02/28/11:11:14.979102,1.1935968
2020/02/28/11:11:15.012510,1.2248896
2020/02/28/11:11:15.046374,1.2427712
2020/02/28/11:11:15.079567,1.2472416
2020/02/28/11:11:15.112967,1.2472416
2020/02/28/11:11:15.146145,1.2651232
2020/02/28/11:11:15.179996,1.2651232
2020/02/28/11:11:15.212512,1.2874752
2020/02/28/11:11:15.246251,1.3053568
2020/02/28/11:11:15.279094,1.3053568
2020/02/28/11:11:15.312392,1.3098272
2020/02/28/11:11:15.345984,1.3142976
2020/02/28/11:11:15.379645,1.3232384
2020/02/28/11:11:15.412337,1.3500608
2020/02/28/11:11:15.446529,1.3902944
2020/02/28/11:11:15.479812,1.3813536
2020/02/28/11:11:15.512565,1.3992352
2020/02/28/11:11:15.546667,1.3947648
2020/02/28/11:11:15.579799,1.4037056
2020/02/28/11:11:15.613279,1.4126464
2020/02/28/11:11:15.647200,1.4484096
2020/02/28/11:11:15.680384,1.45288
2020/02/28/11:11:15.713497,1.4618208
2020/02/28/11:11:15.746074,1.4707616
2020/02/28/11:11:15.779934,1.4841728
2020/02/28/11:11:15.813741,1.519936
2020/02/28/11:11:15.846962,1.542288
2020/02/28/11:11:15.879527,1.5556992
2020/02/28/11:11:15.913458,1.5691104
2020/02/28/11:11:15.946459,1.5914624
2020/02/28/11:11:15.980226,1.6048736
2020/02/28/11:11:16.013233,1.6182848
2020/02/28/11:11:16.047226,1.654048
2020/02/28/11:11:16.080623,1.6629888
2020/02/28/11:11:16.113409,1.6629888
2020/02/28/11:11:16.147085,1.6495776
2020/02/28/11:11:16.180990,1.6495776
2020/02/28/11:11:16.214007,1.6674592
2020/02/28/11:11:16.246831,1.6853408
2020/02/28/11:11:16.280562,1.6898112
2020/02/28/11:11:16.313215,1.6853408
2020/02/28/11:11:16.347348,1.7255744
2020/02/28/11:11:16.380302,1.7613376
2020/02/28/11:11:16.414441,1.810512
2020/02/28/11:11:16.446662,1.810512
2020/02/28/11:11:16.480861,1.7926304
2020/02/28/11:11:16.513726,1.7792192
2020/02/28/11:11:16.547412,1.8373344
2020/02/28/11:11:16.580870,1.8373344
2020/02/28/11:11:16.614092,1.8686272
2020/02/28/11:11:16.647826,1.8730976
2020/02/28/11:11:16.680978,1.8686272
2020/02/28/11:11:16.714488,1.8820384
2020/02/28/11:11:16.747536,1.922272
2020/02/28/11:11:16.780453,1.9401536
2020/02/28/11:11:16.814291,1.9535648
2020/02/28/11:11:16.847275,1.9535648
2020/02/28/11:11:16.880915,1.9580352
2020/02/28/11:11:16.914054,1.9759168
2020/02/28/11:11:16.947708,2.0206208
2020/02/28/11:11:16.980397,2.0250912
2020/02/28/11:11:17.014391,2.0474432
2020/02/28/11:11:17.047279,2.0429728
2020/02/28/11:11:17.080636,2.0653248
2020/02/28/11:11:17.114610,2.1189696
2020/02/28/11:11:17.147490,2.1323808
2020/02/28/11:11:17.181053,2.1189696
2020/02/28/11:11:17.214048,2.101088
2020/02/28/11:11:17.247990,2.145792
2020/02/28/11:11:17.280787,2.1860256
2020/02/28/11:11:17.314371,2.2307296
2020/02/28/11:11:17.348256,2.2307296
2020/02/28/11:11:17.381036,2.1949664
2020/02/28/11:11:17.414845,2.1949664
2020/02/28/11:11:17.447291,2.2664928
2020/02/28/11:11:17.481275,2.2664928
2020/02/28/11:11:17.514748,2.3380192
2020/02/28/11:11:17.547597,2.302256
2020/02/28/11:11:17.581729,2.302256
2020/02/28/11:11:17.614694,2.302256
2020/02/28/11:11:17.647475,2.3737824
2020/02/28/11:11:17.682286,2.3737824
2020/02/28/11:11:17.714584,2.3737824
2020/02/28/11:11:17.747748,2.3737824
2020/02/28/11:11:17.781364,2.3737824
2020/02/28/11:11:17.814634,2.414016
2020/02/28/11:11:17.847779,2.4497792
2020/02/28/11:11:17.881060,2.4497792
2020/02/28/11:11:17.914723,2.4497792
2020/02/28/11:11:17.947631,2.4855424
2020/02/28/11:11:17.981745,2.5213056
2020/02/28/11:11:18.014263,2.5213056
2020/02/28/11:11:18.047890,2.5213056
2020/02/28/11:11:18.081857,2.5213056
2020/02/28/11:11:18.114598,2.5570688
2020/02/28/11:11:18.148481,2.5570688
2020/02/28/11:11:18.181828,2.5570688
2020/02/28/11:11:18.215049,2.5570688
2020/02/28/11:11:18.247638,2.5973024
2020/02/28/11:11:18.281404,2.5973024
2020/02/28/11:11:18.315233,2.5973024
2020/02/28/11:11:18.347922,2.5973024
2020/02/28/11:11:18.381662,2.5973024
2020/02/28/11:11:18.414451,2.6330656
2020/02/28/11:11:18.448252,2.6330656
2020/02/28/11:11:18.480935,2.6330656
2020/02/28/11:11:18.514730,2.6330656
2020/02/28/11:11:18.547809,2.6688288
2020/02/28/11:11:18.582158,2.704592
2020/02/28/11:11:18.615492,2.704592
2020/02/28/11:11:18.648800,2.704592
2020/02/28/11:11:18.681706,2.6688288
2020/02/28/11:11:18.715481,2.704592
2020/02/28/11:11:18.748263,2.704592
2020/02/28/11:11:18.781591,2.7403552
2020/02/28/11:11:18.815665,2.7403552
2020/02/28/11:11:18.848677,2.704592
2020/02/28/11:11:18.881679,2.7403552
2020/02/28/11:11:18.915308,2.7403552
2020/02/28/11:11:18.949100,2.7805888
2020/02/28/11:11:18.981983,2.7403552
2020/02/28/11:11:19.015574,2.7403552
2020/02/28/11:11:19.048835,2.7403552
2020/02/28/11:11:19.082003,2.7805888
2020/02/28/11:11:19.115963,2.816352
2020/02/28/11:11:19.148881,2.7805888
2020/02/28/11:11:19.183548,2.7805888
2020/02/28/11:11:19.215765,2.7805888
2020/02/28/11:11:19.248399,2.816352
2020/02/28/11:11:19.281981,2.816352
2020/02/28/11:11:19.315266,2.816352
2020/02/28/11:11:19.348946,2.816352
2020/02/28/11:11:19.381995,2.816352
2020/02/28/11:11:19.415208,2.816352
2020/02/28/11:11:19.449118,2.816352
2020/02/28/11:11:19.481824,2.816352
2020/02/28/11:11:19.515093,2.816352
2020/02/28/11:11:19.548819,2.8521152
2020/02/28/11:11:19.581807,2.8521152
2020/02/28/11:11:19.615700,2.8521152
2020/02/28/11:11:19.649068,2.816352
2020/02/28/11:11:19.681851,2.816352
2020/02/28/11:11:19.715774,2.8521152
2020/02/28/11:11:19.748931,2.8521152
2020/02/28/11:11:19.782591,2.8521152
2020/02/28/11:11:19.815430,2.8521152
2020/02/28/11:11:19.848913,2.8521152
2020/02/28/11:11:19.882878,2.8521152
2020/02/28/11:11:19.915906,2.8878784
2020/02/28/11:11:19.948867,2.8878784
2020/02/28/11:11:19.982867,2.8878784
2020/02/28/11:11:20.015778,2.8878784
2020/02/28/11:11:20.049744,2.8521152
2020/02/28/11:11:20.082580,2.8878784
2020/02/28/11:11:20.115806,2.8878784
2020/02/28/11:11:20.149725,2.8878784
2020/02/28/11:11:20.182952,2.8878784
2020/02/28/11:11:20.216145,2.8878784
2020/02/28/11:11:20.250001,2.9236416
2020/02/28/11:11:20.283379,2.9236416
2020/02/28/11:11:20.316243,2.9236416
2020/02/28/11:11:20.350049,2.8878784
2020/02/28/11:11:20.383701,2.9236416
2020/02/28/11:11:20.416794,2.9236416
2020/02/28/11:11:20.451015,2.8878784
2020/02/28/11:11:20.484241,2.9236416
2020/02/28/11:11:20.517382,2.9236416
2020/02/28/11:11:20.550337,2.9236416
2020/02/28/11:11:20.584562,2.9594048
2020/02/28/11:11:20.617412,2.9594048
2020/02/28/11:11:20.651454,2.9236416
2020/02/28/11:11:20.684807,2.9236416
2020/02/28/11:11:20.717084,2.9594048
2020/02/28/11:11:20.751439,2.9594048
2020/02/28/11:11:20.784444,2.9594048
2020/02/28/11:11:20.817810,2.9594048
2020/02/28/11:11:20.850682,2.9594048
2020/02/28/11:11:20.884428,2.9594048
2020/02/28/11:11:20.917250,2.9594048
2020/02/28/11:11:20.950848,2.9594048
2020/02/28/11:11:20.984741,2.9996384
2020/02/28/11:11:21.017505,2.9594048
2020/02/28/11:11:21.051224,2.9594048
2020/02/28/11:11:21.083962,2.9996384
2020/02/28/11:11:21.117762,2.9996384
2020/02/28/11:11:21.151150,2.9594048
2020/02/28/11:11:21.184245,2.9594048
2020/02/28/11:11:21.218162,2.9996384
2020/02/28/11:11:21.251199,2.9996384
2020/02/28/11:11:21.285173,2.9996384
2020/02/28/11:11:21.318375,2.9996384
2020/02/28/11:11:21.351686,3.0354016
2020/02/28/11:11:21.384520,2.9996384
2020/02/28/11:11:21.417827,2.9996384
2020/02/28/11:11:21.451641,2.9996384
2020/02/28/11:11:21.484833,2.9996384
2020/02/28/11:11:21.517461,2.9996384
2020/02/28/11:11:21.551260,3.0354016
2020/02/28/11:11:21.584225,3.0354016
2020/02/28/11:11:21.617545,3.0354016
2020/02/28/11:11:21.650927,3.0354016
2020/02/28/11:11:21.684440,3.0354016
2020/02/28/11:11:21.717264,3.0354016
2020/02/28/11:11:21.751100,3.0354016
2020/02/28/11:11:21.783870,3.0354016
2020/02/28/11:11:21.817824,2.9996384
2020/02/28/11:11:21.850728,3.0354016
2020/02/28/11:11:21.884502,3.0354016
2020/02/28/11:11:21.917430,3.0354016
2020/02/28/11:11:21.950833,3.0354016
2020/02/28/11:11:21.984740,3.0354016
2020/02/28/11:11:22.018485,3.0354016
2020/02/28/11:11:22.051137,3.0354016
2020/02/28/11:11:22.084819,3.0354016
2020/02/28/11:11:22.119000,3.0354016
2020/02/28/11:11:22.152004,3.0711648
2020/02/28/11:11:22.186470,3.0354016
2020/02/28/11:11:22.218374,3.0354016
2020/02/28/11:11:22.251505,3.0354016
2020/02/28/11:11:22.285612,3.0354016
2020/02/28/11:11:22.318643,3.0711648
2020/02/28/11:11:22.351668,3.0711648
2020/02/28/11:11:22.386062,3.0711648
2020/02/28/11:11:22.419044,3.0711648
2020/02/28/11:11:22.452392,3.0711648
2020/02/28/11:11:22.485396,3.0354016
2020/02/28/11:11:22.519619,2.9996384
2020/02/28/11:11:22.553050,2.9996384
2020/02/28/11:11:22.585913,3.0354016
2020/02/28/11:11:22.619566,3.0711648
2020/02/28/11:11:22.652819,3.106928
2020/02/28/11:11:22.686964,3.0354016
2020/02/28/11:11:22.720803,2.9996384
2020/02/28/11:11:22.753381,3.0354016
2020/02/28/11:11:22.786546,3.0711648
2020/02/28/11:11:22.820791,3.106928
2020/02/28/11:11:22.853405,3.0711648
2020/02/28/11:11:22.886876,2.9996384
2020/02/28/11:11:22.920183,3.0354016
2020/02/28/11:11:22.953218,3.0354016
2020/02/28/11:11:22.987189,3.0711648
2020/02/28/11:11:23.019822,3.106928
2020/02/28/11:11:23.053235,3.0711648
2020/02/28/11:11:23.087002,3.0711648
2020/02/28/11:11:23.119915,3.0354016
2020/02/28/11:11:23.153766,3.0711648
2020/02/28/11:11:23.187386,3.0711648
2020/02/28/11:11:23.220445,3.0711648
2020/02/28/11:11:23.253466,3.0354016
2020/02/28/11:11:23.287507,2.9996384
2020/02/28/11:11:23.320526,3.0354016
2020/02/28/11:11:23.353295,3.0354016
2020/02/28/11:11:23.387158,3.0711648
2020/02/28/11:11:23.420066,3.0354016
2020/02/28/11:11:23.454348,3.0354016
2020/02/28/11:11:23.486923,2.9996384
2020/02/28/11:11:23.520511,3.0354016
2020/02/28/11:11:23.553759,3.0354016
2020/02/28/11:11:23.587852,3.0354016
2020/02/28/11:11:23.620898,3.0354016
2020/02/28/11:11:23.655232,3.0354016
2020/02/28/11:11:23.688663,3.0354016
2020/02/28/11:11:23.722813,3.0354016
2020/02/28/11:11:23.754630,3.0354016
2020/02/28/11:11:23.788047,2.9996384
2020/02/28/11:11:23.822283,2.9996384
2020/02/28/11:11:23.855628,3.0354016
2020/02/28/11:11:23.888615,3.0711648
2020/02/28/11:11:23.922673,3.0354016
2020/02/28/11:11:23.956003,2.9996384
2020/02/28/11:11:23.989228,2.9996384
2020/02/28/11:11:24.022299,3.0354016
2020/02/28/11:11:24.056042,3.0354016
2020/02/28/11:11:24.088959,3.0354016
2020/02/28/11:11:24.122249,2.9996384
2020/02/28/11:11:24.155690,2.9996384
2020/02/28/11:11:24.189632,2.9996384
2020/02/28/11:11:24.222082,3.0354016
2020/02/28/11:11:24.255607,3.0354016
2020/02/28/11:11:24.290277,2.9996384
2020/02/28/11:11:24.322960,2.9996384
2020/02/28/11:11:24.355645,3.0354016
2020/02/28/11:11:24.389554,2.9996384
2020/02/28/11:11:24.422667,3.0711648
2020/02/28/11:11:24.456819,3.0711648
2020/02/28/11:11:24.489599,3.0354016
2020/02/28/11:11:24.522620,2.9996384
2020/02/28/11:11:24.556320,2.9996384
2020/02/28/11:11:24.589723,2.9996384
2020/02/28/11:11:24.623221,3.0354016
2020/02/28/11:11:24.656976,3.0354016
2020/02/28/11:11:24.689684,3.0354016
2020/02/28/11:11:24.723552,2.9996384
2020/02/28/11:11:24.756460,2.9996384
2020/02/28/11:11:24.789917,2.9996384
2020/02/28/11:11:24.823043,3.0354016
2020/02/28/11:11:24.856891,3.0354016
2020/02/28/11:11:24.890055,2.9996384
2020/02/28/11:11:24.924001,2.9594048
2020/02/28/11:11:24.957151,2.9996384
2020/02/28/11:11:24.990777,3.0354016
2020/02/28/11:11:25.023499,3.0354016
2020/02/28/11:11:25.056793,3.0354016
2020/02/28/11:11:25.090842,2.9996384
2020/02/28/11:11:25.123191,2.9996384
2020/02/28/11:11:25.157447,2.9996384
2020/02/28/11:11:25.190812,2.9996384
2020/02/28/11:11:25.224649,3.0354016
2020/02/28/11:11:25.257077,3.0354016
2020/02/28/11:11:25.291479,2.9996384
2020/02/28/11:11:25.323693,3.0354016
2020/02/28/11:11:25.357974,2.9996384
2020/02/28/11:11:25.391291,2.9996384
2020/02/28/11:11:25.424360,2.9996384
2020/02/28/11:11:25.458334,2.9996384
2020/02/28/11:11:25.491734,2.9996384
